# metr_deep MDP table provenance.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDPNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,subject,from_entity,intermediary,to_entity,edge_type,documented_transaction,task,target_prefix,element_ids,entity_type,aliases,identifier,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDP0097,Joe and Clara Tsai Foundation Canary-specific public document,Joe and Clara Tsai Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Joe and Clara Tsai Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Joe and Clara Tsai Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C28; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0098,Joe Gebbia Canary-specific public document,Joe Gebbia,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Joe Gebbia,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Joe Gebbia to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C29; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0099,Laura and Gary Lauder and Family Canary-specific public document,Laura and Gary Lauder and Family,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Laura and Gary Lauder and Family,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Laura and Gary Lauder and Family to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C30; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0100,Laura & John Arnold Canary-specific public document,Laura & John Arnold,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Laura & John Arnold,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Laura & John Arnold to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C31; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0101,Lyda Hill Philanthropies Canary-specific public document,Lyda Hill Philanthropies,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Lyda Hill Philanthropies,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Lyda Hill Philanthropies to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C32; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0102,MacArthur Foundation Canary-specific public document,MacArthur Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,MacArthur Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying MacArthur Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C33; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0103,MacKenzie Scott Canary-specific public document,MacKenzie Scott,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,MacKenzie Scott,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying MacKenzie Scott to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder. Named in the Canary announcement as an example member of the Audacious funding collective with and more; that collective sentence is not a Canary-specific grant line for this partner.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Collective-example naming is recorded in B07 and is not treated as a Canary tie. Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C34; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0104,Mike and Sukey Novogratz Canary-specific public document,Mike and Sukey Novogratz,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Mike and Sukey Novogratz,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Mike and Sukey Novogratz to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C35; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0105,Molly and Bill Ford Canary-specific public document,Molly and Bill Ford,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Molly and Bill Ford,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Molly and Bill Ford to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: False.  Absent from the 2024-10-09 partner capture, so current listing cannot be read as announcement-day Canary participation. Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C36; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0106,Nathan and Elizabeth Blecharczyk Canary-specific public document,Nathan and Elizabeth Blecharczyk,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Nathan and Elizabeth Blecharczyk,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Nathan and Elizabeth Blecharczyk to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C37; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0107,Nat Simons and Laura Baxter-Simons Canary-specific public document,Nat Simons and Laura Baxter-Simons,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Nat Simons and Laura Baxter-Simons,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Nat Simons and Laura Baxter-Simons to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C38; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0108,Oak Foundation Canary-specific public document,Oak Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Oak Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Oak Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C39; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0109,Overdeck Family Foundation Canary-specific public document,Overdeck Family Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Overdeck Family Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Overdeck Family Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C40; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0110,Pivotal Ventures Canary-specific public document,Pivotal Ventures,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Pivotal Ventures,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Pivotal Ventures to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C41; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0111,Quadrature Climate Foundation Canary-specific public document,Quadrature Climate Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Quadrature Climate Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Quadrature Climate Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C42; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0112,Reed Hastings & Patty Quillin Canary-specific public document,Reed Hastings & Patty Quillin,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Reed Hastings & Patty Quillin,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Reed Hastings & Patty Quillin to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C43; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0113,Rippleworks Foundation Canary-specific public document,Rippleworks Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Rippleworks Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Rippleworks Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C44; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0114,Robertson Foundation Canary-specific public document,Robertson Foundation,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Robertson Foundation,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Robertson Foundation to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C45; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
MDP0115,Science Philanthropy Alliance Canary-specific public document,Science Philanthropy Alliance,,Canary (RAND + METR),membership_only,no,C,MDP,C06.E2,,,,Audacious listed partner,,,,,,,,,,,,Canary,,,,,,,,,issuer statements,Canary-specific documents searched this lane: https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand ; https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/projects/canary.html ; https://www.rand.org/news/press/2024/10/09.html ; https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; https://blog.ted.com/the-audacious-project-reveals-its-2024-cohort/ ; partner name as listed on GET https://www.audaciousproject.org/about,https://www.audaciousproject.org/about,Science Philanthropy Alliance,2026-09-16T07:18:36Z,membership only; none found in Audacious/TED/RAND/METR Canary issuer pages tying Science Philanthropy Alliance to Canary specifically as of 2026-09-16T07:18:36Z,0,https://www.audaciousproject.org/about,"This lane did not re-enumerate every partner 990-PF. Issuer Canary pages name The Audacious Project, not this partner, as the Canary funder.",CONFIRMED,,"Listed on live about audacious-about-live-20260916T071836Z.html SHA-256=c57720fc77bbed9c30af7c878c4be56be9cb3a97be60343d62410c14242d3cec. On 2024-10-09 capture: True.  Legal entity of the partner is not merged with TED, The Audacious Project, RAND, or METR.; lane=research/grok-out/MD15-audacious-partners.csv#C46; review=research/agents-2026-09-16/MDREVIEW-MD15.md"
