lane,slice,wave,slug,status,launched_utc,pid,log,done_utc,rows_out,review,promoted_utc,note
MD29,S3,3,anthropic-incident-engagement,promoted,2026-09-16T09:05:58Z,4184883,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD29-20260916T090558Z.log,2026-09-16T10:40:09Z,33,research/agents-2026-09-16/MDREVIEW-MD29.md,2026-09-16T10:40:09Z,brief research/grok-briefs/MD29-anthropic-incident-engagement.md materialized at S0; elements C08.E2;C08.E3;C08.E4;C04.E2; launched 2026-09-16T09:05:58Z via tools/lanes.py on account=machinegod69420-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 33}; PROMOTE changes=33 skipped=0 unverifiable=0; lane csv sha256 c5d8b5f2a7d23a752e7c253f1803fa9a9d3c8080c2c99318235c640a296802c3
MD30,S3,3,project-staff-conflicts,promoted,2026-09-16T09:07:08Z,4187534,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD30-20260916T090708Z.log,2026-09-16T10:31:34Z,44,research/agents-2026-09-16/MDREVIEW-MD30.md,2026-09-16T10:31:34Z,brief research/grok-briefs/MD30-project-staff-conflicts.md materialized at S0; elements C08.E2;C05.E1; launched 2026-09-16T09:07:08Z via tools/lanes.py on account=kbassphiladelphia-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 44}; PROMOTE changes=44 skipped=0 unverifiable=0; lane csv sha256 9cbee6d3c3a04384663442550d4899128cc53fb3ad397974143018ac0020cacc
MD31,S3,3,board-and-governance,promoted,2026-09-16T09:07:16Z,4187921,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD31-20260916T090716Z.log,2026-09-16T10:57:51Z,64,research/agents-2026-09-16/MDREVIEW-MD31.md,2026-09-16T10:57:51Z,brief research/grok-briefs/MD31-board-and-governance.md materialized at S0; elements C08.E1;C02.E4; launched 2026-09-16T09:07:16Z via tools/lanes.py on account=machinejesus420-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 64}; PROMOTE changes=64 skipped=0 unverifiable=0; lane csv sha256 7fcc9101bb506c9678560f813038d0a40c1495c1bcdf15aed7aaf202d710635a
MD32,S3,3,lab-money-negative-sweep,promoted,2026-09-16T08:58:07Z,4161501,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD32-20260916T085807Z.log,2026-09-16T10:28:38Z,57,research/agents-2026-09-16/MDREVIEW-MD32.md,2026-09-16T10:28:38Z,brief research/grok-briefs/MD32-lab-money-negative-sweep.md materialized at S0; elements C03.E1;C03.E2;C03.E3; launched 2026-09-16T08:58:07Z via tools/lanes.py on account=machinejesus420420-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 57}; PROMOTE changes=57 skipped=0 unverifiable=0; lane csv sha256 e6c63a9f07763777e83a3c9df75c946913adfdfa3f2c955ec152a95c644ced2b
MD33,S3,3,donor-investor-map,promoted,2026-09-16T09:15:38Z,10535,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD33-20260916T091538Z.log,2026-09-16T10:43:22Z,89,research/agents-2026-09-16/MDREVIEW-MD33.md,2026-09-16T10:43:22Z,"brief research/grok-briefs/MD33-donor-investor-map.md materialized at S0; elements C05.E1;C05.E2;C05.E3; launched 2026-09-16T09:15:38Z via tools/lanes.py on account=aikoegawabass-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 88, 'DIFFERS': 1}; PROMOTE changes=89 skipped=0 unverifiable=0; lane csv sha256 ec0bfb8950cd2981a66e85d143093f495ba034903c0934687f86f4d2fa1b8316"
MD34,S3,3,cross-lab-project-terms,promoted,2026-09-16T09:15:45Z,10936,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD34-20260916T091545Z.log,2026-09-16T10:45:37Z,44,research/agents-2026-09-16/MDREVIEW-MD34.md,2026-09-16T10:45:37Z,brief research/grok-briefs/MD34-cross-lab-project-terms.md materialized at S0; elements C08.E3;C08.E4;C04.E2; launched 2026-09-16T09:15:45Z via tools/lanes.py on account=machinegod42069-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 44}; PROMOTE changes=44 skipped=0 unverifiable=0; lane csv sha256 f645168e30e40b9b998f44884459a829db34794d6476fece30d5941505ce5e3e
MD35,S3,3,evaluator-standards,promoted,2026-09-16T08:58:37Z,4163269,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD35-20260916T085836Z.log,2026-09-16T10:31:35Z,85,research/agents-2026-09-16/MDREVIEW-MD35.md,2026-09-16T10:31:35Z,"brief research/grok-briefs/MD35-evaluator-standards.md materialized at S0; elements C08.E5; launched 2026-09-16T08:58:37Z via tools/lanes.py on account=kevin-getvur effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 83, 'DIFFERS': 2}; PROMOTE changes=85 skipped=0 unverifiable=0; lane csv sha256 0d46deff407e413a35132323d03b4302add5bb69f7192337ddc7f09fa06eaeb8"
MD36,S3,3,evaluator-selection,promoted,2026-09-16T09:15:55Z,11403,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD36-20260916T091555Z.log,2026-09-16T11:13:06Z,56,research/agents-2026-09-16/MDREVIEW-MD36.md,2026-09-16T11:13:06Z,brief research/grok-briefs/MD36-evaluator-selection.md materialized at S0; elements C08.E5;C06.E3; launched 2026-09-16T09:15:55Z via tools/lanes.py on account=aikoegawabass-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 56}; PROMOTE changes=56 skipped=0 unverifiable=0; lane csv sha256 a75cdcd1e46b5e8e0893545b0fbed43c1ba370b3aca5d3cbc025aa8204d0a01e
MD37,S4,4,npt-schedule-b,promoted,2026-09-16T09:16:04Z,11822,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD37-20260916T091604Z.log,2026-09-16T11:24:35Z,67,research/agents-2026-09-16/MDREVIEW-MD37.md,2026-09-16T11:24:35Z,"brief research/grok-briefs/MD37-npt-schedule-b.md materialized at S0; elements C07.E2;C07.E3; launched 2026-09-16T09:16:04Z via tools/lanes.py on account=machinejesus420-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 30, 'DIFFERS': 37}; PROMOTE changes=67 skipped=0 unverifiable=0; lane csv sha256 2bd485c531295589414e4957e8acb030361fd41515e7a2edf4d5ce20a4e623f3"
MD38,S4,4,daf-sponsor-schedules,promoted,2026-09-16T09:17:18Z,15382,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD38-20260916T091718Z.log,2026-09-16T11:34:34Z,152,research/agents-2026-09-16/MDREVIEW-MD38.md,2026-09-16T11:34:34Z,"brief research/grok-briefs/MD38-daf-sponsor-schedules.md materialized at S0; elements C07.E2;C07.E3;C02.E3; launched 2026-09-16T09:17:18Z via tools/lanes.py on account=machinegod6969-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'DIFFERS': 72, 'CONFIRMED': 80}; PROMOTE changes=152 skipped=0 unverifiable=0; lane csv sha256 cc24de81ea77f3e1a0784da1fb334da5c32098982576d2e82acd00d38a88b103"
MD39,S4,4,good-ventures-fy2026,promoted,2026-09-16T09:17:33Z,15869,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD39-20260916T091732Z.log,2026-09-16T11:51:01Z,111,research/agents-2026-09-16/MDREVIEW-MD39.md,2026-09-16T11:51:01Z,brief research/grok-briefs/MD39-good-ventures-fy2026.md materialized at S0; elements C07.E2;C07.E4;C02.E3; launched 2026-09-16T09:17:33Z via tools/lanes.py on account=kabasshouse-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 111}; PROMOTE changes=111 skipped=0 unverifiable=0; lane csv sha256 4b9a48a8bc0d426991f3aaa24ba2d8d3c17e2032d89fc5018cee7a02427f1fef
MD40,S4,4,moskovitz-vehicles,promoted,2026-09-16T09:19:00Z,18295,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD40-20260916T091900Z.log,2026-09-16T11:26:40Z,51,research/agents-2026-09-16/MDREVIEW-MD40.md,2026-09-16T11:26:40Z,"brief research/grok-briefs/MD40-moskovitz-vehicles.md materialized at S0; elements C07.E3; launched 2026-09-16T09:19:00Z via tools/lanes.py on account=machinegod69420-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'DIFFERS': 8, 'CONFIRMED': 43}; PROMOTE changes=51 skipped=0 unverifiable=0; lane csv sha256 e73859a3f6a920ec5bb8d135becd86939943d922d866061453134d4bed24abce"
MD41,S4,4,remainder-interest-trust,promoted,2026-09-16T09:30:29Z,48231,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD41-20260916T093029Z.log,2026-09-16T11:37:12Z,35,research/agents-2026-09-16/MDREVIEW-MD41.md,2026-09-16T11:37:12Z,"brief research/grok-briefs/MD41-remainder-interest-trust.md materialized at S0; elements C07.E2;C07.E3; launched 2026-09-16T09:30:29Z via tools/lanes.py on account=kabasshouse-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 34, 'DIFFERS': 1}; PROMOTE changes=35 skipped=0 unverifiable=0; lane csv sha256 80429e1dfe8745b86a7449c5f8f36956edef527d197f976a5c314190207f7255"
MD42,S4,4,anthropic-securities-filings,promoted,2026-09-16T08:59:43Z,4166897,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD42-20260916T085943Z.log,2026-09-16T11:39:48Z,22,research/agents-2026-09-16/MDREVIEW-MD42.md,2026-09-16T11:39:48Z,brief research/grok-briefs/MD42-anthropic-securities-filings.md materialized at S0; elements C07.E3;C05.E1; launched 2026-09-16T08:59:43Z via tools/lanes.py on account=machinegod42069-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 22}; PROMOTE changes=22 skipped=0 unverifiable=0; lane csv sha256 5d36db035b2b70586331b09a1c9f004b7a8c78dd0e6b31b5181d06940cb9106b
MD43,S4,4,partner-calendar-closers,promoted,2026-09-16T09:30:36Z,48581,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD43-20260916T093036Z.log,2026-09-16T11:47:34Z,121,research/agents-2026-09-16/MDREVIEW-MD43.md,2026-09-16T11:47:34Z,brief research/grok-briefs/MD43-partner-calendar-closers.md materialized at S0; elements C06.E1;C06.E2; launched 2026-09-16T09:30:36Z via tools/lanes.py on account=team-getvur effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 121}; PROMOTE changes=121 skipped=0 unverifiable=0; lane csv sha256 1a4cbc4b45a49005e5b12c4c981b2e01169c5eed672015b72aa431983c929fdf
MD44,S4,4,public-record-requests,promoted,2026-09-16T08:38:57Z,4100930,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD44-20260916T083856Z.log,2026-09-16T11:22:28Z,31,research/agents-2026-09-16/MDREVIEW-MD44.md,2026-09-16T11:22:28Z,"brief research/grok-briefs/MD44-public-record-requests.md materialized at S0; elements C06.E3; launched 2026-09-16T08:38:57Z via tools/lanes.py on account=machinejesus420420-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 29, 'DIFFERS': 2}; PROMOTE changes=31 skipped=0 unverifiable=0; lane csv sha256 4c4d3040107aae4dbbc15b2f5315a78fa08e4805a3a1754b174076ae88a0f51f"
MD45,S4,4,calendar-monitor,promoted,2026-09-16T09:31:47Z,52932,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD45-20260916T093147Z.log,2026-09-16T11:41:54Z,36,research/agents-2026-09-16/MDREVIEW-MD45.md,2026-09-16T11:41:54Z,brief research/grok-briefs/MD45-calendar-monitor.md materialized at S0; elements C01.E5;C02.E3;C07.E3; launched 2026-09-16T09:31:47Z via tools/lanes.py on account=machinejesus420420-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 36}; PROMOTE changes=36 skipped=0 unverifiable=0; lane csv sha256 f6a38ae98f3fedf228b386795afa33a473a9b85d8f8a6fb8d55a5d8d0fb1a919
MD46,S5,5,funding-reconciliation,promoted,2026-09-16T12:05:20Z,388049,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD46-20260916T120520Z.log,2026-09-16T13:18:31Z,48,research/agents-2026-09-16/MDREVIEW-MD46.md,2026-09-16T13:18:31Z,"brief research/grok-briefs/MD46-funding-reconciliation.md materialized at S0; elements C01.E2;C01.E3;C01.E4; launched 2026-09-16T12:05:20Z via tools/lanes.py on account=machinegod42069-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 47, 'DIFFERS': 1}; PROMOTE changes=48 skipped=0 unverifiable=0; lane csv sha256 98069bbc8bc1cc91283d5026dea54a1d1f355ac55af8a41d97bbacf585780f71"
MD47,S5,5,entity-edge-audit,promoted,2026-09-16T12:05:24Z,388130,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD47-20260916T120524Z.log,2026-09-16T16:32:58Z,257,research/agents-2026-09-16/MDREVIEW-MD47.md,2026-09-16T16:32:58Z,brief research/grok-briefs/MD47-entity-edge-audit.md materialized at S0; elements C06.E4;C05.E3; launched 2026-09-16T12:05:24Z via tools/lanes.py on account=machinegod42069-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 257}; PROMOTE changes=257 skipped=0 unverifiable=0; lane csv sha256 c9847e02acfd42ef73d18ff2cb451900bbe271b153205185c477df1d4f4bf89d
MD48,S5,5,independence-synthesis,promoted,2026-09-16T12:05:26Z,388219,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD48-20260916T120525Z.log,2026-09-16T13:23:02Z,70,research/agents-2026-09-16/MDREVIEW-MD48.md,2026-09-16T13:23:02Z,brief research/grok-briefs/MD48-independence-synthesis.md materialized at S0; elements C08.E1;C08.E2;C08.E3;C08.E4;C08.E5; launched 2026-09-16T12:05:26Z via tools/lanes.py on account=machinegod69420-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 70}; PROMOTE changes=70 skipped=0 unverifiable=0; lane csv sha256 ae21425ed7a2e858e2385600080f7e6a6db4258e436c8bbee9c337ae711e8fe8
MD49,S5,5,claim-adjudication,promoted,2026-09-16T12:05:28Z,388310,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD49-20260916T120527Z.log,2026-09-16T13:40:58Z,76,research/agents-2026-09-16/MDREVIEW-MD49.md,2026-09-16T13:40:58Z,brief research/grok-briefs/MD49-claim-adjudication.md materialized at S0; elements C10.E1;C10.E2;C10.E3; launched 2026-09-16T12:05:28Z via tools/lanes.py on account=machinegod6969-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 76}; PROMOTE changes=76 skipped=0 unverifiable=0; lane csv sha256 9d8063beec55f62db3c61678deb13e2e31d32d69e5e91f9bd5c4dd860040a6ee
MD50,S5,5,audit-money,promoted,2026-09-16T12:05:31Z,388383,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD50-20260916T120531Z.log,2026-09-16T14:04:03Z,510,research/agents-2026-09-16/MDREVIEW-MD50.md,2026-09-16T14:04:03Z,"brief research/grok-briefs/MD50-audit-money.md materialized at S0; elements C01.E4;C02.E2;C06.E1; launched 2026-09-16T12:05:31Z via tools/lanes.py on account=machinegod6969-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 506, 'DIFFERS': 4}; PROMOTE changes=510 skipped=0 unverifiable=0; lane csv sha256 827fc74fd8eac1a2bb117ad7db5cb53ae302f212ae990b6d1fd1602c7489be6d"
MD51,S5,5,audit-framing,promoted,2026-09-16T12:05:34Z,388511,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD51-20260916T120534Z.log,2026-09-16T13:27:04Z,36,research/agents-2026-09-16/MDREVIEW-MD51.md,2026-09-16T13:27:04Z,"brief research/grok-briefs/MD51-audit-framing.md materialized at S0; elements C05.E3;C06.E4;C10.E2; launched 2026-09-16T12:05:34Z via tools/lanes.py on account=machinejesus420-gmail effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'DIFFERS': 12, 'CONFIRMED': 24}; PROMOTE changes=36 skipped=0 unverifiable=0; lane csv sha256 4d6ab59f32081455917489a5604f090c39b5e1a55eff28a8a22f079341fb012c"
MD52,S5,5,frontier-gap-generation,promoted,2026-09-16T16:33:06Z,626204,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD52-20260916T163306Z.log,2026-09-16T17:25:30Z,309,research/agents-2026-09-16/MDREVIEW-MD52.md,2026-09-16T17:25:30Z,brief research/grok-briefs/MD52-frontier-gap-generation.md materialized at S0; elements C01.E5;C02.E2;C04.E3;C07.E3; launched 2026-09-16T16:33:06Z via tools/lanes.py on account=aikoegawabass-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 309}; PROMOTE changes=309 skipped=0 unverifiable=0; lane csv sha256 d25a087dd04bb4aa289845cbea4147ddcc59cc48e3d0e0b1e495fc009229d0c9
MD53,S5,5,figures-and-release,promoted,2026-09-16T16:36:54Z,629658,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD53-20260916T163654Z.log,2026-09-16T17:40:39Z,94,research/agents-2026-09-16/MDREVIEW-MD53.md,2026-09-16T17:40:39Z,brief research/grok-briefs/MD53-figures-and-release.md materialized at S0; elements C10.E1;C10.E2;C10.E3; launched 2026-09-16T16:36:54Z via tools/lanes.py on account=kbassphiladelphia-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 94}; PROMOTE changes=94 skipped=0 unverifiable=0; lane csv sha256 ca4dda09f93843ff3711b31c8bdf5bb2e19bf76aeb693ce305f89fa84a755dfc
MD99,S6,6,71m-allocation-request,promoted,2026-09-16T18:38:12Z,834035,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD99-20260916T183812Z.log,2026-09-16T19:09:19Z,17,research/agents-2026-09-16/MDREVIEW-MD99.md,2026-09-16T19:09:19Z,"brief research/grok-briefs/MD99-71m-allocation-request.md materialized at S0; elements C01.E4;C02.E2; review {'CONFIRMED': 14, 'DIFFERS': 3}; PROMOTE changes=17 skipped=0 unverifiable=0; lane csv sha256 d38634a5e9a97a04eeced65bc245be6bc83e62e2bbd8e09e6ea6d6ff8a95a255; xhigh; cleaned draft research/outreach/MD99-71m-allocation.md (approved_for_send false, USER_AUTHORITY_WAIT); nothing sent"
MD70,S5,5,named-supporter-list-capture,promoted,2026-09-16T17:25:10Z,735126,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD70-20260916T172510Z.log,2026-09-16T18:36:16Z,239,research/agents-2026-09-16/MDREVIEW-MD70.md,2026-09-16T18:36:16Z,successor brief from MD52 Task C (2026-09-16); xhigh; review {'CONFIRMED': 239}; PROMOTE changes=239 skipped=0 unverifiable=0; lane csv sha256 ebb4bf6e1a4ccce539f287e5f6090fdf63b80da8b6ce92459fee1ffb36dc6fa0
MD71,S5,5,donation-statements-quoted,promoted,2026-09-16T17:25:10Z,735188,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD71-20260916T172510Z.log,2026-09-16T18:09:02Z,40,research/agents-2026-09-16/MDREVIEW-MD71.md,2026-09-16T18:09:02Z,successor brief from MD52 Task C (2026-09-16); xhigh; review {'CONFIRMED': 40}; PROMOTE changes=40 skipped=0 unverifiable=0; lane csv sha256 6ed80ddcbdfa3725012c02de6cb7a84423a86e109fcdba60c1e37ac413e51d93
MD72,S5,5,coi-policy-versions-hashed,promoted,2026-09-16T17:25:10Z,735248,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD72-20260916T172510Z.log,2026-09-16T18:25:19Z,35,research/agents-2026-09-16/MDREVIEW-MD72.md,2026-09-16T18:25:19Z,successor brief from MD52 Task C (2026-09-16); xhigh; review {'CONFIRMED': 35}; PROMOTE changes=35 skipped=0 unverifiable=0; lane csv sha256 db8eccef4acd6ed9c91a63d79ce6b5f4a05917de7eb50df19fb7f5169d3cc2f8
MD73,S5,5,ca-ag-charity-registry,promoted,2026-09-16T19:19:51Z,896927,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD73-20260916T191951Z.log,2026-09-16T20:16:55Z,44,research/agents-2026-09-16/MDREVIEW-MD73.md,2026-09-16T20:16:55Z,gap lane created 2026-09-16T19:40Z at Kevin's instruction from route failures MDS0658/MDS1063/MDS0920 (California AG registry 404s; SOS bizfile JS shell); launched after S5 closure; gate rebuilt on promotion; launched 2026-09-16T19:19:51Z via tools/lanes.py on account=aikoegawabass-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 44}; PROMOTE changes=44 skipped=0 unverifiable=0; lane csv sha256 2c61b201538d837efe7d24ec8dce56b44d6391ede6d66a01cbb540243912f112
MD74,S5,5,ca-sos-bizfile-corporate,promoted,2026-09-16T19:19:52Z,896968,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD74-20260916T191952Z.log,2026-09-16T19:52:00Z,52,research/agents-2026-09-16/MDREVIEW-MD74.md,2026-09-16T20:09:45Z,"gap lane created 2026-09-16T19:40Z at Kevin's instruction from route failures MDS0658/MDS1063/MDS0920 (California AG registry 404s; SOS bizfile JS shell); launched after S5 closure; gate rebuilt on promotion; launched 2026-09-16T19:19:52Z via tools/lanes.py on account=kabasshouse-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); xhigh; review {'CONFIRMED': 52} all context/negative (registry behind Incapsula, Delaware ICIS POST-only); PROMOTE changes=52 skipped=0 unverifiable=0; lane csv sha256 b46495fc0bdd3af6c3ca2a3839e8e366ebbf47b714aee186f28911fab80e371d; LANES/ledger finalized by hand after a figure-text verify failure was fixed"
MD75,S5,5,coi-policy-first-existence,promoted,2026-09-16T21:05:19Z,1049488,/mnt/f/projects/anthropic/tools/logs/metr_deep-MD75-20260916T210519Z.log,2026-09-16T22:26:36Z,71,research/agents-2026-09-16/MDREVIEW-MD75.md,2026-09-16T22:26:36Z,gap lane created 2026-09-16T21:05Z at Kevin's question (was the COI policy PDF live before 2026-09-15?) from MD72's bound (MDT0248/MDT0249; PDF never archived MDS-B02..B04); launched 2026-09-16T21:05:19Z via tools/lanes.py on account=kbassphiladelphia-proton effort=xhigh max_turns=None under A4 (launch-ahead; promotion waits for slice order); review {'CONFIRMED': 71}; PROMOTE changes=71 skipped=0 unverifiable=0; lane csv sha256 09b3e99e3aa359a8453468710cf7efcac8d5d6c9ca4eac56f093da57fe4b1c39
