# metr_deep MDR table relationships.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:10Z; ids MDRNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,subject,to_entity,relationship_type,start_date,end_date,task,target_prefix,element_ids,entity_type,aliases,identifier,from_entity,intermediary,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDR0117,Anthropic signed an agreement selecting METR to independently investigate cybersecurity-evaluation incidents,METR,signed independent-investigation agreement,2026-09-09,,A,MDR,C08.E5,recipient,METR,anthropic.com/research/alignment-assessment-cybersecurity-incidents,Anthropic,,,,,,2026-09-09,day,"initial term eight weeks, extendable by mutual agreement",,,alignment assessment of cybersecurity-evaluation incidents,,,,wide-ranging access including transcripts beyond the incident window and Anthropic employees,,,,,,,issuer statements,GET https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents ; filter METR / agreement,https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,"We have signed an agreement with METR to conduct an independent investigation of these incidents. Our agreement grants METR wide-ranging access, including to transcripts beyond the window in which the incidents occurred, and to Anthropic employees",2026-09-16T09:36:59Z,Selector=Anthropic; process=signed agreement (not a published competitive tender); document=Anthropic research page; date=page describes the signed agreement (fetched 2026-09-16); initial term eight weeks,1,,Page does not publish a competitive selection process or scored criteria for choosing METR. UK AISI is named separately for Mythos 5 testing.,CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primary anthropic-cyber-incidents-20260916T093517Z.html. r.jina.ai of this URL returned HTTP 403.; lane=research/grok-out/MD36-evaluator-selection.csv#A09; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDR0118,Amazon selected METR as independent auditor for Automated AI R&D on Nova Premier (and Nova 2),METR,lab-selected independent auditor / third-party assessor,,,A,MDR,C08.E5,recipient,METR; Model Evaluation & Threat Research; Model Evaluation and Threat Research,arXiv 2507.06260; arXiv 2601.19134,Amazon,,,,,,2025-07-07,day,,,,Nova Premier / Nova 2 Automated AI R&D critical-risk evaluation,,,,,,,,,,,issuer statements,GET https://arxiv.org/pdf/2507.06260 and https://arxiv.org/pdf/2601.19134 ; pdftotext ; filter METR / Independent auditors,https://arxiv.org/pdf/2507.06260,"Independent auditors (Nemesys Insights for CBRN and Model Evaluation & Threat Research (METR) for Automated AI R&D) reviewed results on test sets, scoring rubrics, and safety-judge notes to verify our internal findings.",2026-09-16T09:37:00Z,Selector=Amazon; process=lab-submitted logs/results to named independent auditors under Amazon's Frontier Model Safety Framework (not a published competitive tender); document=arXiv 2507.06260; date=paper 2025-07-07; Nova 2 paper 2601.19134 repeats the pairing,2,https://arxiv.org/pdf/2601.19134,Nemesys Insights LLC is a separate legal entity (CBRN). No RFP or scored METR-selection criteria on the papers.,CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primaries amazon-nova-premier-arxiv-20260916T093517Z.pdf and amazon-nova2-arxiv-20260916T093517Z.pdf.; lane=research/grok-out/MD36-evaluator-selection.csv#A10; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDR0119,NIST lists METR as a NIST AI Consortium member (letter-of-interest / CRADA class),"Model Evaluation and Threat Research (METR, formerly ARC Evals)",consortium membership (listed),,,A,MDR,C06.E3;C08.E5,recipient,METR; formerly ARC Evals,NIST AI Consortium members page,National Institute of Standards and Technology (NIST AI Consortium),,,,,,2026-09-03,day,,,,,,,,,,,,,,,issuer statements,GET https://www.nist.gov/artificial-intelligence/nist-ai-consortium/nist-ai-consortium-members ; filter Model Evaluation and Threat Research,https://www.nist.gov/artificial-intelligence/nist-ai-consortium/nist-ai-consortium-members,"Model Evaluation and Threat Research (METR, formerly ARC Evals)",2026-09-16T09:36:02Z,"Selector=NIST (consortium listing); process=letters of interest with ongoing/biannual review plus consortium CRADA requirement on the join page; document=members list; page 'Created February 7, 2024, Updated September 3, 2026'",1,https://www.nist.gov/artificial-intelligence/nist-ai-consortium/submit-letter-interest-join-nist-ai-consortium,A member-list line is not the executed METR CRADA and is not a USAspending award. Join page is a form; this lane did not submit it.,CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primary nist-consortium-members-20260916T093517Z.html. Do not type membership as a procurement award (Task D).; lane=research/grok-out/MD36-evaluator-selection.csv#A11; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDR0120,UK Frontier AI Taskforce announced a partnership with ARC Evals (later METR),ARC Evals,announced partnership (not a recovered Contracts Finder award),,,A,MDR,C06.E3;C08.E5,recipient,ARC Evals; later METR,Frontier AI Taskforce first progress report,UK Frontier AI Taskforce (DSIT),,,,,,2023-09-07,month,,,,assess risks just beyond the frontier ahead of the UK AI Safety Summit,,,,,,,,,,,issuer statements,GET https://www.gov.uk/government/publications/frontier-ai-taskforce-first-progress-report/frontier-ai-taskforce-first-progress-report ; filter ARC Evals,https://www.gov.uk/government/publications/frontier-ai-taskforce-first-progress-report/frontier-ai-taskforce-first-progress-report,ARC</abbr> Evals</strong> is a non-profit that works on assessing catastrophic risks from frontier,2026-09-16T09:42:52Z,Selector/endorser=UK Frontier AI Taskforce; process=public partnership announcement on the first progress report (not a recovered procurement award this window); document=GOV.UK HTML; METR about-page cites this report as the AISI partnership locator,1,https://www.gov.uk/government/publications/ai-safety-institute-approach-to-evaluations/ai-safety-institute-approach-to-evaluations,Report names ARC Evals not METR. Contracts Finder v2 keyword METR / quoted legal name / quoted ARC Evals all hitCount=0 this window (Task D/E). Partnership is not typed as a UK contract award.,CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primary govuk-taskforce-first-progress-20260916T094252Z.html. Visible text after abbr expansion. metr.org/about partnership sentence saved metr-org-about-20260916T093517Z.html.; lane=research/grok-out/MD36-evaluator-selection.csv#A12; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDR0121,UK AISI Approach to Evaluations names METR (formerly ARC Evals) as an external partner for Summit demonstrations,METR (formerly ARC Evals),named external partner on Summit demonstrations,,,A,MDR,C06.E3;C08.E5,recipient,METR; formerly ARC Evals,AISI approach to evaluations (GOV.UK HTML),UK AI Safety Institute (DSIT),,,,,,2024-02-09,day,,,,AI Safety Summit demonstrations of autonomous-system risk,,,,,,,,,,,issuer statements,GET https://www.gov.uk/government/publications/ai-safety-institute-approach-to-evaluations/ai-safety-institute-approach-to-evaluations ; filter METR,https://www.gov.uk/government/publications/ai-safety-institute-approach-to-evaluations/ai-safety-institute-approach-to-evaluations,"METR</abbr> (formerly ARC Evals) published a report last year demonstrating the capabilities of current <abbr title=""artificial intelligence"">AI</abbr> agents.",2026-09-16T09:37:33Z,Selector/endorser=UK AISI; process=named external partnership for Summit content (not a recovered procurement award); document=GOV.UK AISI approach to evaluations; date=Published 9 February 2024 (datePublished 2024-02-09T10:21:14+00:00 on this fetch); Apollo and Redwood named on the same page for other demos,1,,"AISI also calls itself 'an independent evaluator' on this page; that is AISI's own role, not a scored criterion for selecting METR. aisi.gov.uk/blog/our-approach-to-evaluations HTML this window did not carry the METR body (GOV.UK HTML did).",CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primary uk-aisi-predeployment-20260916T093517Z.html. date taken from this fetch's <p class=""gem-c-inverse-header__subtext"">Published 9 February 2024</p> and JSON-LD datePublished 2024-02-09T10:21:14+00:00, not from a sibling lane.; lane=research/grok-out/MD36-evaluator-selection.csv#A15; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDR0122,NIST AI Consortium member list re-check: METR still listed; executed CRADA text still not on this page,Model Evaluation and Threat Research (METR),consortium membership (listed),,,B,MDR,C06.E3,,METR; formerly ARC Evals,,National Institute of Standards and Technology,,,,,,,,,,,,,,,,,,,,,no,issuer statements,GET https://www.nist.gov/artificial-intelligence/nist-ai-consortium/nist-ai-consortium-members ; filter Model Evaluation and Threat Research,https://www.nist.gov/artificial-intelligence/nist-ai-consortium/nist-ai-consortium-members,"Model Evaluation and Threat Research (METR, formerly ARC Evals)",2026-09-16T08:58:57Z,"METR remains a named consortium member. Page still has no CRADA number, obligated value, period, or executed instrument text. Document remains unpublished; draft written (C02).",1,,A member-list line is not a published CRADA instrument and is not a procurement award.,CONFIRMED,,primary=nist-ai-consortium-members-20260916T085857Z.html sha256=7edc5b0000cf30c5e256c14f9e05eafca47a55c219849d60f6b492aebbe3675b. research/STATE.md and MD19–MD21 CSVs were locators only and were not copied as this lane's discovery. no_kevinnbass_sources. This lane sent nothing.; lane=research/grok-out/MD44-public-record-requests.csv#B03; review=research/agents-2026-09-16/MDREVIEW-MD44.md
MDR0123,"Hillspire, LLC",Anthropic,press-reported AI startup investment,,,D,MDR,C05.E1;C05.E3,family office / LLC,,,Hillspire,,,equity_value,,USD,2025-01-21,day,,,,,,,,,,,,,,named in press; cheque size undisclosed,press,GET https://www.cnbc.com/2025/01/21/eric-schmidts-family-office-invests-ai-startups.html (live HTTP 200 this window); Wayback id_ same URL as archive copy,https://www.cnbc.com/2025/01/21/eric-schmidts-family-office-invests-ai-startups.html,"Schmidt's bets are on some of the largest AI startups, including Anthropic and SandboxAQ.",2026-09-16T09:56:33Z,named; amount undisclosed,1,,"Press, not Anthropic issuer. og:description of the live page. Same article: Eric Schmidt's family office, called Hillspire, has made investments in 22 private AI firms since 2019; The dollar amounts of the investments aren't disclosed. Do not treat Hillspire's 20% D.E. Shaw management-company stake (PR Newswire 2015) as this Anthropic holding.",CONFIRMED,,Separate row from Eric Schmidt the individual (row 24) and from any METR grant. Live CNBC HTTP 200 this window (prior program runs saw Akamai 403); Wayback id_ also saved cnbc-hillspire-wayback.html-20260916T095631Z. Primary cnbc-hillspire-live.html-20260916T095633Z. [xhigh re-run row 25 of research/grok-out/MD04-schmidt-sciences.csv; no medium counterpart]; lane=research/rerun/MD04-xhigh-added.csv#X25; review=research/agents-2026-09-16/MDREVIEW-MD04-xhigh-added.md
MDR0124,Craig Falls FTX-estate purchase of Anthropic shares,Anthropic PBC (shares of Series B Preferred purchased from FTX estate),"court-documented share purchase from the FTX estate by a named natural person (not Jane Street Global Trading, LLC)",2024-03-22,,B,MDR,C05.E3,individual,,Craig Falls,Craig Falls,,investments,equity_value,20003010,USD,2024-03-22,day,,,,,,,"666,667 shares for $20,003,010",,,,,,,yes (court Exhibit 1 line item),court dockets,CourtListener RECAP gov.uscourts.deb.188450.10241.1.pdf Exhibit 1 line Craig Falls,https://storage.courtlistener.com/recap/gov.uscourts.deb.188450/gov.uscourts.deb.188450.10241.1.pdf,"Craig Falls                                                              666,667             $20,003,010
    MW LSVC Anthropic, LLC                                                   609,908             $18,299,985
    Constitutional AI Governance Fund 2 LLC                                  599,910",2026-09-16T09:57:48Z,,,,,CONFIRMED,,"Round: FTX estate sale #1; date 2024-03-22; source=court Exhibit 1. Natural-person purchaser, not the Jane Street LLC line. A firm investment is not a donation by an individual and is not a METR gift. Do not merge Jane Street the named issuer participant, Jane Street Global Trading, LLC, or any natural-person purchaser with METR's unnamed class 'individuals from Jane Street'. This lane does not treat this purchase as a METR donation and does not identify the purchaser as one of METR's unnamed 'individuals from Jane Street'. Do not sum with METR commitments. [xhigh re-run row 8 of research/grok-out/MD07-jane-street-individuals.csv; no medium counterpart]; lane=research/rerun/MD07-xhigh-added.csv#X8; review=research/agents-2026-09-16/MDREVIEW-MD07-xhigh-added.md"
MDR0125,Jane Street participation in Anthropic Series H,Anthropic,priced-round participation (amount not disclosed),2026-05-28,,B,MDR,C05.E1;C05.E3,firm,Jane Street,,Jane Street,,investments,equity_value,,,2026-05-28,day,,,,,,,,,,,,,,,issuer statements,GET https://www.anthropic.com/news/series-h,https://www.anthropic.com/news/series-h,"Insight Partners, Jane Street, Lightspeed Venture Partners, MGX, NTTVC, NX1 Capital, Situational Awareness LP, T. Rowe Price Associates, Inc., T. Rowe Price Investment Management, Inc., and Temasek. It also includes $15 billion of previously committed investments from hyperscalers, including <a href",2026-09-16T09:57:48Z,,,,,CONFIRMED,,"Round: Series H; date 2026-05-28; source=Anthropic issuer release. Jane Street is named among significant investors; amount not disclosed. $65B / $965B post-money are round figures, not a holder stake. A firm investment is not a donation by an individual and is not a METR gift. Do not merge Jane Street the named issuer participant, Jane Street Global Trading, LLC, or any natural-person purchaser with METR's unnamed class 'individuals from Jane Street'. Saved anthropic-series-h-20260916T095748Z.html. [xhigh re-run row 12 of research/grok-out/MD07-jane-street-individuals.csv; no medium counterpart]; lane=research/rerun/MD07-xhigh-added.csv#X12; review=research/agents-2026-09-16/MDREVIEW-MD07-xhigh-added.md"
MDR0126,AVERI names Geoff Ralston among its funders (not a METR vehicle),AVERI,named among AVERI's funders on averi.org/about; not a METR vehicle,,,B,MDR,C02.E2;C03.E3,individual,,,Geoff Ralston,,,,,,,,,,,,,,,,,,,,,,issuer statements,GET https://www.averi.org/about,https://www.averi.org/about,"Our funders include the AI Underwriting Company, Coefficient Giving, Craig Falls, Geoff Ralston, Good Forever Foundation, Fathom, Halcyon Futures, Sympatico Ventures, and several non-executive employees and alumni of frontier AI companies.",2026-09-16T09:56:30Z,"AVERI acknowledgment; amount, date, and vehicle not stated; METR not named",1,,Not evidence of a gift to METR. Vehicle (personal vs SAIF vs DAF) not stated.,CONFIRMED,,Primary: averi-about-20260916T095630Z.html. Do not merge AVERI funding with METR. [xhigh re-run row 28 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X28; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md
MDR0127,David Farhi employment as reported by WIRED (OpenAI departure),OpenAI,former OpenAI research manager; left summer 2025 per WIRED 2026-07-15,,,C,MDR,C03.E3;C02.E2,individual,former OpenAI research manager,,David Farhi,,,,,,2026-07-15,day,,,,,,,,,,,,,,,press,WIRED 2026-07-15 Maxwell Zeff,https://www.wired.com/story/openai-employees-donations-guardrails-alliance-leading-the-future/,"David Farhi, a former OpenAI research manager who left the company last summer after seven years, donated $3,000 to the super PAC and will appear in the group’s July filing.",2026-09-16T09:56:30Z,WIRED reports departure from OpenAI in summer 2025 after seven years; METR gift date still undisclosed so this is not employment at the METR gift date,1,,"Departure timing is WIRED reporting, not an OpenAI personnel record. Last summer relative to 2026-07-15 means summer 2025. The $3,000 is a super PAC gift, not a METR gift.",CONFIRMED,,"Gift date to METR is not disclosed, so employment at that unknown date cannot be stated as a fact. Primary: wired-farhi-guardrails-20260916T095630Z.html. [xhigh re-run row 29 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X29; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md"
MDR0128,"David Farhi self-reported employer on Guardrails Alliance F3X Schedule A — corroboration only, not a METR gift",Guardrails Alliance (political committee; not METR),"self-reported employer Self Employed, occupation Research Manager on a 2026-06-16 FEC Schedule A receipt",,,C,MDR,C03.E3,individual,,FEC file_number 1993865; committee C00949487; transaction 1925724,David Farhi,,,,,,2026-06-16,day,,,,,,,,,,,,,,,self-statements,GET https://docquery.fec.gov/dcdev/posted/1993865.fec (Guardrails Alliance F3X Q2 2026),https://docquery.fec.gov/dcdev/posted/1993865.fec,"Farhi
David



100 Los Olivos Ave
Unit 1001
Daly City
CA
940141067


20260616
3000.00
3000.00

Self Employed
Research Manager




















SA11AI
C009494",2026-09-16T10:04:13Z,"Daly City CA receipt: employer Self Employed, occupation Research Manager, $3000.00 to Guardrails Alliance on 20260616",1,,FEC political receipt is not a gift to METR. Other Schedule A rows for the name David Farhi (Burlingame CA; Delray Beach FL) from the rate-limited API were not attributed to the METR-named person.,CONFIRMED,,"api.open.fec.gov DEMO_KEY returned HTTP 429 OVER_RATE_LIMIT this run (fec-farhi-api-20260916T095630Z.json). Same-day electronic filing 1993865.fec was fetched independently and saved as fec-filing-1993865-20260916T100413Z.fec. Identity match to WIRED: Daly City, research manager, Guardrails Alliance, $3,000. Do not merge Burlingame SAFE SUPERINTELLIGENCE / OPENAI rows. [xhigh re-run row 30 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X30; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md"
MDR0129,"Computer History Museum profile still titles David Farhi Technical Lead, OpenAI (stale-prone)",OpenAI,"third-party profile title 'Technical Lead, OpenAI', undated and stale-prone",,,C,MDR,C03.E3,individual,,,David Farhi,,,,,,2026-09-16,day,,,,,,,,,,,,,,,press,GET https://computerhistory.org/profile/david-farhi/,https://computerhistory.org/profile/david-farhi/,"Technical Lead, OpenAI",2026-09-16T09:56:30Z,third-party profile title unchanged; contradicts treating it as current employment given WIRED departure report,1,,CHM profile is not an employer record and has no departure language.,CONFIRMED,,Primary: chm-farhi-20260916T095630Z.html. [xhigh re-run row 31 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X31; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md
MDR0130,OpenAI o1 contributions page lists David Farhi under Supporting Leadership (historical credit),OpenAI,historical contributor credit on OpenAI's o1 page,,,C,MDR,C03.E3,individual,,,David Farhi,,,,,,,,,,,,,,,,,,,,,,issuer statements,GET https://openai.com/openai-o1-contributions/,https://openai.com/openai-o1-contributions/,"Aidan Clark, Aleksander Madry, Christopher Hesse, David Farhi, Jie Tang, Lilian Weng, Mia Glaese, Nick Ryder",2026-09-16T09:56:30Z,historical contributor credit; does not establish employment after summer 2025,1,,Contributor listing is not dated employment at a METR gift date.,CONFIRMED,,Live HTML saved as openai-o1-contrib-20260916T095630Z.html. r.jina.ai of this URL returned Cloudflare 403 this run. [xhigh re-run row 32 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X32; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md
MDR0131,"Dylan Field employment: President and CEO of Figma, Inc. on dated Form 4s","Figma, Inc.","President & CEO of Figma, Inc. per Form 4 2026-08-17",,,C,MDR,C02.E2;C03.E3,individual,Field Dylan,SEC CIK 0002073586,Dylan Field,,,,,,2026-08-17,day,,,,,,,,,,,,,,,SEC,Form 4 periodOfReport 2025-11-28 and 2026-08-17 officerTitle,https://www.sec.gov/Archives/edgar/data/1579878/000207358626000012/form4-08192026_100818.xml,President &amp; CEO,2026-09-16T09:56:30Z,"officerTitle President & CEO; isOfficer true; issuer Figma, Inc. Employer is Figma, Inc., distinct from any DAF and from METR.",2,,"METR gift date is not disclosed; these dates are Form 4 transaction dates, not METR gift dates.",CONFIRMED,,"Same title on 2025-11-28 Form 4 (field-form4-20251128-xml-20260916T095630Z.xml). Individual, Figma, Inc., and unnamed DAF kept separate. [xhigh re-run row 33 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X33; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md"
MDR0132,Geoff Ralston public role: former Y Combinator president; SAIF founder,Safe Artificial Intelligence Fund,former Y Combinator president; SAIF founder per TechCrunch 2025-04-17,,,C,MDR,C02.E2,individual,,,Geoff Ralston,,,,,,2025-04-17,day,,,,,,,,,,,,,,,press,GET TechCrunch 2025-04-17,https://techcrunch.com/2025/04/17/former-y-combinator-president-geoff-ralston-launches-new-ai-safety-fund/,Former Y Combinator president Geoff Ralston launches new AI,2026-09-16T09:56:30Z,dated public role is former YC president / SAIF founder; METR gift date undisclosed,1,,No source in this lane gives Ralston's employer on a METR gift date because that date is not disclosed.,CONFIRMED,,"Primary: techcrunch-ralston-saif-20260916T095630Z.html. SAIF is an investment vehicle, not an employer of METR and not a METR payer here. [xhigh re-run row 34 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X34; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md"
MDR0133,Steve Newman self-statement: chairman and president of Golden Gate Institute for AI,Golden Gate Institute for AI,self-described chairman and president of Golden Gate Institute for AI,,,C,MDR,C02.E2,individual,,,Steve Newman,,,,,,,,,,,,,,,,,,,,,,self-statements,GET https://secondthoughts.ai/about,https://secondthoughts.ai/about,My name is Steve Newman. I’m chairman and president of the,2026-09-16T09:56:30Z,self-described chairman and president of Golden Gate Institute for AI; METR gift date undisclosed,1,,About page is undated as to when the role began.,CONFIRMED,,Primary: secondthoughts-about-20260916T095630Z.html. Also fetched https://www.goldengateinstitute.org/ (ggiai-org-20260916T095630Z.html). [xhigh re-run row 35 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X35; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md
MDR0134,"Steve Newman listed on Epoch AI board of directors (evaluator org, not employer of METR gift)",Epoch AI,listed on Epoch AI board of directors,,,C,MDR,C02.E2,individual,,,Steve Newman,,,,,,,,,,,,,,,,,,,,,,issuer statements,GET https://epoch.ai/about/team,https://epoch.ai/about/team,Steve Newman,2026-09-16T09:56:30Z,name appears in Board of directors grid; page does not label him a donor to Epoch or METR,1,,Board role is not employment and is not a METR gift. Names are in separate HTML nodes; quote is the name string as it appears on the page.,CONFIRMED,,Primary: epoch-team-20260916T095630Z.html. Heading 'Board of directors' is on the same page (Board of directors). [xhigh re-run row 36 of research/grok-out/MD08-named-individual-donors.csv; no medium counterpart]; lane=research/rerun/MD08-xhigh-added.csv#X36; review=research/agents-2026-09-16/MDREVIEW-MD08-xhigh-added.md
MDR0135,"GWWC USA TY2024 $843,128 to Longview USA is not a METR gift",Longview Philanthropy USA Inc,filed grant to the Longview US filer (not to METR),,,D,MDR,C02.E5;C06.E1,grantmaker,,EIN 93-3629215 → EIN 93-2664730; CashGrantAmt 843128,Giving What We Can USA Inc,,,filed_grant,843128,USD,2024,year,TY2024,,SAFEGUARD THE LONG-TERM FUTURE BY PROVIDING FUNDING TO HIGHLY-EFFECTIVE ORGANISATIONS THAT SEEK TO REDUCE EXISTENTIAL AND CATASTROPHIC RISKS,,,,,,,,,,adjacency only versus METR unless a tying document names METR as the onward recipient of this money,"yes, to Longview USA Inc; not to METR",funder filings,GET GT XML 202533179349308523 RecipientTable LONGVIEW PHILANTHROPY USA INC,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202533179349308523_public.xml,"SAFEGUARD THE LONG-TERM FUTURE BY PROVIDING FUNDING TO HIGHLY-EFFECTIVE ORGANISATIONS THAT SEEK TO REDUCE EXISTENTIAL AND CATASTROPHIC RISKS, SUCH AS THOSE COMING FROM MISALIGNED ARTIFICIAL INTELLIGENCE, PANDEMICS, AND NUCLEAR WAR</PurposeOfGrantTxt>
      </RecipientTable>
      <RecipientTable>",2026-09-16T09:53:47Z,"GWWC USA filed $843,128 to Longview USA Inc in TY2024; Longview USA Schedule I the same year has no METR line",1,"a Longview USA grant-schedule line or METR receipt tying this $843,128 onward to METR","Do not treat a GWWC→Longview filed_grant as a METR donor fact. Do not sum with the 2023 $220,000 recommendation.",CONFIRMED,,"Saved gt-xml-gwwc-usa-ty2024-20260916T095347Z.xml. Keep GWWC USA Inc, Longview USA Inc, ECF donors, and METR unmerged. [xhigh re-run row 34 of research/grok-out/MD10-longview-pooled-regrants.csv; no medium counterpart]; lane=research/rerun/MD10-xhigh-added.csv#X34; review=research/agents-2026-09-16/MDREVIEW-MD10-xhigh-added.md"
MDR0136,adjacency edges citing metr.org/about,,,,,A,MDR,C06.E4;C05.E3,,,,,,,,,,,,,,,,,,,,,,,,adjacency,no,issuer statements,GET https://metr.org/about,https://metr.org/about,METR is funded by donations. We are grateful to METR’s many supporters: from METR’s first institutional-scale funding th,2026-09-16T14:07:47Z,adjacency; n=47 promoted edges on this cited document; not a money flow (C06.E4),47,,live,CONFIRMED,,"Task A classification of promoted edges as 'adjacency'. Grouped promoted row_ids: MDF0018;MDF0022;MDF0023;MDF0025;MDF0027;MDF0029;MDF0213;MDF0214;MDF0223;MDF0224;MDF0225;MDF0226;MDF0227;MDF0228;MDF0229;MDF0230;MDF0231;MDF0232;MDF0233;MDF0234;MDF0235;MDF0481;MDF0485;MDF0486;MDF0488;MDF0490;MDF0492;MDF0676;MDF0677;MDF0686;MDF0687;MDF0688;MDF0689;MDF0690;MDF0691;MDF0692;MDF0693;MDF0694;MDF0695;MDF0696;MDF0697;MDF0698;MDQ0093;MDR0021;MDR0022;MDR0023;MDR0032. Primary route: promoted rows only; cited document re-fetched this run (via=live). research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. This lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Explicitly labelled as not a money flow (C06.E4); no cash money_type; documented_transaction not yes. cited document re-fetched this run. Primary metr.org-about-20260916T124640Z.html; cited document re-fetched this run.; lane=research/grok-out/MD47-entity-edge-audit.csv#A003; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
