# metr_deep MDQ table project_coi.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:10Z; ids MDQNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,project,provider,policy_version,terms,disclosure_recusal,provider_authority,personnel_conflicts,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,from_entity,intermediary,to_entity,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,in_kind_type,quantity_or_value,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDQ0055,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,"METR FRR institutional funding-independence sentence (self-assessment, 2026-05-19)",recipient,METR,,,,,,,,,,,,2026-05-19,day,,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ operating conditions,https://metr.org/blog/2026-05-19-frontier-risk-report/,"not accepting cash payments or donations from AI companies and AI lab executives. Also note that some METR staff have strong social ties to employees of AI companies, and METR currently works out of a shared research center (<a href=""https://constellation.org/"">Constellation</a>) which hosts some AI",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19: institutional funding-independence principles as stated; cash from AI companies and AI lab executives declined. Complimentary access is separate (B04).,1,https://metr.org/about,,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B08; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0056,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,METR Table A.1 item 1.1 self-answer Yes (sufficient technical access),recipient,METR,FRR Table A.1 item 1.1,,,,,,,,,,,2026-05-19,day,assessment window 2026-02-16 to 2026-03-16; report published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 1.1,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator secured sufficient technical access to assess the specific system characteristics being evaluated.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19 Table A.1 item 1.1 Fulfilled=Yes. Notes point to the model-access section.,1,FRR model-access section / access agreements,Quote is the Table A.1 requirement cell plus the Fulfilled cell (and notes where the span includes them) from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B12; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0057,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,METR Table A.1 item 1.3 self-answer Yes (computational resources),recipient,METR,FRR Table A.1 item 1.3,,,,,,,,,,,2026-05-19,day,assessment window 2026-02-16 to 2026-03-16; report published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 1.3,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator had access to sufficient computational resources to complete a thorough evaluation.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19 Table A.1 item 1.3 Fulfilled=Yes. Notes point to the model-access section.,1,FRR model-access section (rate limits / token budgets),Quote is the Table A.1 requirement cell plus the Fulfilled cell (and notes where the span includes them) from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B13; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0058,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,METR Table A.1 item 1.4 self-answer Yes (adequate time); METR chose its schedule,recipient,METR,FRR Table A.1 item 1.4,,,,,,,,,,,2026-05-19,day,assessment window 2026-02-16 to 2026-03-16; report published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 1.4,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator had adequate time to carry out a thorough evaluation.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19 Table A.1 item 1.4 Fulfilled=Yes. Notes: METR chose its own evaluation schedule.,1,FRR schedule / access-window dates,Quote is the Table A.1 requirement cell plus the Fulfilled cell (and notes where the span includes them) from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B14; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0059,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,METR Table A.1 item 5.1 self-answer Yes (permission to release non-public results),recipient,METR,FRR Table A.1 item 5.1,,,,,,,,,,,2026-05-19,day,assessment window 2026-02-16 to 2026-03-16; report published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 5.1,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator had the system provider’s permission to release any results based on non-public information or systems.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19 Table A.1 item 5.1 Fulfilled=Yes. Notes point to redaction and anonymization. METR table wording is 'permission to release'; AEF-1 publisher text is 'permission prior to releasing'.,1,FRR redaction-and-anonymization section / pilot agreements,Quote is the Table A.1 requirement cell plus the Fulfilled cell (and notes where the span includes them) from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B15; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0060,Frontier Risk Report (February to March 2026),,,,,,,B,MDQ,C08.E5,METR Table A.1 item 5.3 self-answer Yes (protect confidential information),recipient,METR,FRR Table A.1 item 5.3,,,,,,,,,,,2026-05-19,day,assessment window 2026-02-16 to 2026-03-16; report published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 5.3,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator implemented measures to protect any confidential information they received from the system provider.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,METR self-assessment 2026-05-19 Table A.1 item 5.3 Fulfilled=Yes. Notes: METR has previously published descriptions of some confidentiality measures.,1,https://metr.org/blog/2026-02-17-how-we-protect-confidential-information/,Quote is the Table A.1 requirement cell plus the Fulfilled cell (and notes where the span includes them) from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#B16; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0061,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 2.3 vs METR FRR: not meeting as of 2026-05-19 self-assessment,recipient,METR,AEF-1 2.3 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,this pilot was not compliant with all of the requirements of the AEF-1 standard. Nonetheless we believe it is good practice to disclose compliance and non-compliance and hope other organizations conducting third-party risk assessments do so too.  We think having a personnel CoI policy is an importan,2026-09-16T09:17:09Z,"not meeting (as of FRR 2026-05-19): METR answered No to 'The evaluator has published a conflict of interest policy, and it was applied to the evaluation' and said it lacked an applicable personnel CoI policy at project start. The 2026-08-28 v1.0 policy is later and is not treated as having governed Feb–Mar 2026.",1,"a company-identifying assessment report dated after 2026-08-28 that states the v1.0 policy was applied; or the written policy the FY2024 990 checkbox refers to, with its date",A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D01; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0062,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 5.4 vs METR FRR: not meeting as of 2026-05-19 self-assessment,recipient,METR,AEF-1 5.4 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,METR has not established a specific responsible disclosure policy.</td>,2026-09-16T09:17:09Z,not meeting (as of FRR 2026-05-19): METR answered No and wrote that it has not established a specific responsible disclosure policy. Whether a later policy exists is undetermined on the documents this lane fetched.,1,"a published METR responsible-disclosure policy with a date, or a later AEF-1 checklist answering 5.4 Yes",A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D02; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0063,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 2.1 vs METR FRR: meeting per 2026-05-19 self-assessment for that engagement,recipient,METR,AEF-1 2.1 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,complimentary model access,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,METR did not request or receive compensation for this assessment. Participants provided complimentary access to their models.</td>,2026-09-16T09:17:09Z,"meeting (as of FRR 2026-05-19 self-assessment for this engagement): METR answered Yes; did not request or receive compensation; participants provided complimentary access. Complimentary access is in-kind, not a cash payment.",1,lab contracts or invoices if any exist for this pilot (none cited on the FRR page),A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,DIFFERS,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; audit-1 2026-09-16: lane said money_type=in_kind_estimate; lane=research/grok-out/MD35-evaluator-standards.csv#D03; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0064,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 2.5 recusal vs METR FRR: undetermined (Yes cell vs no formal recusal process),recipient,METR,AEF-1 2.5 / FRR preamble + Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,"and as such we did not run a formal recusal or disclosures process. Given this, this pilot was not compliant with all of the requirements of the AEF-1 standard. Nonetheless we believe it is good practice to disclose compliance and non-compliance and hope other organizations conducting third-party ri",2026-09-16T09:17:09Z,undetermined on the public record: Table A.1 item 2.5 is Yes; the same page says METR did not run a formal recusal or disclosures process. Both statements are dated 2026-05-19. This lane does not choose between them.,1,"staff-interest / recusal documentation for the Feb–Mar 2026 pilot, or METR clarification of how 2.5 Yes relates to the absence of a formal process",A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D04; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0065,Frontier Risk Report (February to March 2026),,,,,silent exit; limited redaction of certain findings,,D,MDQ,C08.E5,AEF-1 4.6 redaction authority vs METR FRR: undetermined (See notes; silent exit and limited redaction),recipient,METR,AEF-1 4.6 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,"Participants could exit the pilot silently. Participants that remained could redact certain findings, but could not redact the top-level redaction summary sentence. See section on <a href=""#redaction-and-anonymization"">redaction and anonymization</a>.</td>",2026-09-16T09:17:09Z,"undetermined: METR did not answer Yes or No; Fulfilled='See notes'. METR states remaining participants could redact certain findings but not the top-level redaction summary sentence, and that participants could exit silently. Whether that is 'authority to redact results to conceal concerning findings' is not decided by this lane.",1,pilot agreements stating redaction and silent-exit rights; unredacted private reports,A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D05; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0066,Frontier Risk Report (February to March 2026),,,,,,at least 6 close personal relationships with AI company staff,D,MDQ,C08.E5,"AEF-1 2.4 disclosure vs METR FRR: meeting per 2026-05-19 self-assessment, with named residual conflicts",recipient,METR,AEF-1 2.4 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,compare AEF-1 publisher text to METR FRR Table A.1 / preamble,https://metr.org/blog/2026-05-19-frontier-risk-report/,Several of the staff and collaborators directly involved in this pilot (at least 6) have close personal relationships with AI company staff.</td>,2026-09-16T09:17:09Z,meeting (as of FRR 2026-05-19 self-assessment): METR answered Yes to disclosing conflicts. Same table discloses at least 6 close personal relationships (B07) and free-token incentives. AEF-1 2.4 publisher text requires disclosing 'potential' conflicts; METR's table omits 'potential'.,1,named list of the 'at least 6' if published; later checklists using the publisher wording,A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D06; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0067,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 2.2 provider control vs METR FRR: meeting per 2026-05-19 self-assessment,recipient,METR,AEF-1 2.2 / FRR Table A.1,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 2.2 Fulfilled cell,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The system provider did not exercise organizational or financial control over the evaluator.</strong></td>
   <td colspan=""2"">Yes</td>",2026-09-16T09:17:09Z,meeting (as of FRR 2026-05-19 self-assessment): METR answered Yes that the system provider did not exercise organizational or financial control. No contrary public document was fetched in this lane for that engagement.,1,"corporate records showing lab voting shares or board seats in METR, if any exist",A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D07; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0068,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 3.4 editorial control vs METR FRR: undetermined (Yes with provider control over non-public information),recipient,METR,AEF-1 3.4 / FRR Table A.1 notes,,,,,,,,,,,2026-05-19,day,FRR assessment Feb–Mar 2026; self-assessment published 2026-05-19,,,,,,,self-statements,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ Table A.1 item 3.4 Fulfilled and notes cells,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator retained editorial control over how they present the results of their evaluation.</strong></td>
   <td>Yes</td>
   <td>Participant companies did not have editorial control over the final public report, but did have control over what non-public information METR could incorporate into it.",2026-09-16T09:17:09Z,undetermined: METR answered Yes. The same table's notes (item 3.4) include that participant companies did not have editorial control over the final public report but did have control over what non-public information METR could incorporate. This lane records both the Yes and the note's limit; it does not treat Yes as disposing of the note.,1,FRR Table A.1 item 3.4 notes cell and pilot agreements,A later METR policy is not applied to an earlier engagement without stating the dates. FRR window Feb–Mar 2026; FRR published 2026-05-19; COI policy v1.0 dated 2026-08-28.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D08; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0069,,,,,,,,D,MDQ,C08.E5,FY2024 990 CoI checkbox vs AEF-1 2.3 published-and-applied: undetermined / not the same document,recipient,METR,990 ConflictOfInterestPolicyInd vs AEF-1 2.3,,,,,,,,,,,2024-12-31,day,990 tax period 2024-05-01 to 2024-12-31; FRR 2026-05-19,,,,,,,recipient filings,GET IRS XML 202523209349300367 ConflictOfInterestPolicyInd,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523209349300367_public.xml,<AnnualDisclosureCoveredPrsnInd>1</AnnualDisclosureCoveredPrsnInd>,2026-09-16T09:30:09Z,undetermined that the 990 Part VI policy is the AEF-1 2.3 published personnel policy. The 990 (period ending 2024-12-31) answers Yes to a written CoI policy; the FRR (2026-05-19) says no applicable personnel CoI policy was in place at the start of the Feb–Mar 2026 project. Different documents and dates; not merged.,1,"the text of the policy the 990 refers to, with its effective date","UponRequestInd on the same 990 is the public-inspection checkbox, not proof the CoI policy was published.",CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D10; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0070,,,AB 1405; 11549.82.5 beginning 2029-01-01,,,,,D,MDQ,C08.E5,CA AB 1405 independence duties vs METR 2026 practice: undetermined / not yet operative,recipient,METR,,,,,,,,,,,,2026-09-09,day,,,,,,,,issuer statements,GET AB 1405 chaptered text 11549.82.5 and 11549.83(f),https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB1405,"Beginning January 1, 2029, a person shall not offer, sell, or conduct a covered AI audit unless the person is registered with the agency pursuant to this chapter.</div></p></div><div><p><div style=""margin:0 0 1em 0;""><h6 style=""display:inline;"">11549.83.</h6> (a) An AI auditor that registers with th",2026-09-16T09:18:11Z,undetermined / not applicable to the 2026 FRR: AB 1405 was chaptered 2026-09-09; the prohibition on unregistered covered AI audits begins 2029-01-01. METR's Feb–Mar 2026 FRR predates both the chapter date and the operative registry. This lane does not treat AB 1405 as having governed that engagement.,1,"CA GovOps AI Auditor Registry after 2029-01-01, or a covered-audit engagement dated on or after that date",Whether a METR company-identifying assessment is a 'covered AI audit' under the statute is not determined here.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D11; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0071,,,P.A. 104-0538 effective 2027-01-01; audits 2028-01-01,,,,,D,MDQ,C08.E5,Illinois P.A. 104-0538 third-party audit independence vs METR 2026 practice: undetermined / later effective date,recipient,METR,,,,,,,,,,,,2026-07-06,day,,,,,,,,issuer statements,GET r.jina.ai of IL P.A. 104-0538 PDF,http://ilga.gov/Documents/Legislation/PublicActs/104/PDF/104-0538.pdf,A large frontier developer may compensate a third party for its services but shall not condition any payment or the amount of any payment on the results of the third party's audit.,2026-09-16T09:22:01Z,undetermined / not applicable to the 2026 FRR: the Act takes effect 2027-01-01 and the large-frontier-developer audit duty begins 2028-01-01. This lane does not treat P.A. 104-0538 as having governed Feb–Mar 2026.,1,an Illinois-required audit report after 2028-01-01 naming the auditor and independence findings,"Quote from r.jina.ai extract. The Act binds large frontier developers to hire auditors, not METR to be that auditor.",CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D12; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0072,,,,,,,,D,MDQ,C08.E5,GAGAS 3.18 vs METR 2026 practice: undetermined (METR did not claim GAGAS),recipient,METR,,,,,,,,,,,,2026-05-19,day,,,,,,,,issuer statements,GET GAO-24-106786 3.18 compared to FRR,https://www.gao.gov/assets/d24106786.pdf,auditors and audit organizations must be independent from an audited entity.,2026-09-16T09:27:18Z,undetermined: GAGAS 3.18 is a government auditing standard. None of the METR documents fetched in this lane claims a GAGAS engagement for the FRR. Non-claim is not recorded as meeting or not meeting GAGAS.,1,"a METR report stating a GAGAS engagement, if any",Quote from r.jina.ai extract of the Yellow Book PDF.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D13; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0073,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,AEF-1 3.2 methodological autonomy vs METR FRR: meeting per 2026-05-19 self-assessment,recipient,METR,,,,,,,,,,,,2026-05-19,day,,,,,,,,self-statements,FRR Table A.1 item 3.2,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator had autonomy in deciding the methods of the evaluation.</strong></td>
   <td>Yes</td>",2026-09-16T09:17:09Z,meeting (as of FRR 2026-05-19 self-assessment): METR answered Yes to AEF-1 3.2. Independent replication of methods is a different question (4.1).,1,evaluation-details section of the FRR / methods appendix,Quote is Table A.1 item 3.2 requirement plus Fulfilled=Yes from the saved FRR HTML.,CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D14; review=research/agents-2026-09-16/MDREVIEW-MD35.md
MDQ0074,Frontier Risk Report (February to March 2026),,,,,,,D,MDQ,C08.E5,"AEF-1 4.1 methodological transparency vs METR FRR: undetermined (Yes, with 'Not determinable by METR alone')",recipient,METR,,,,,,,,,,,,2026-05-19,day,,,,,,,,self-statements,FRR Table A.1 item 4.1,https://metr.org/blog/2026-05-19-frontier-risk-report/,"The evaluator shared sufficient methodological details to allow for independent review of the results.</strong></td>
   <td>Yes</td>
   <td>Not determinable by METR alone.",2026-09-16T09:17:09Z,undetermined: METR answered Yes; the same table's notes for 4.1 include that sufficiency is 'Not determinable by METR alone.' This lane records both and does not treat the Yes as disposing of that note.,1,FRR evaluation-details section; third-party replication materials if any,"Quote is Table A.1 item 4.1 requirement, Fulfilled=Yes, and notes from the saved FRR HTML.",CONFIRMED,,This-lane independent fetch 2026-09-16. research/STATE.md read before adding facts (C08.E5 OPEN). Locators repo/research/aef1.csv and repo/evidence/agents-2026-09-14/S5-aef1/ were not copied as discovery. no_kevinnbass_sources. Lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Legal entities unmerged. No motive asserted.; lane=research/grok-out/MD35-evaluator-standards.csv#D15; review=research/agents-2026-09-16/MDREVIEW-MD35.md
