# metr_deep MDF table funding_events.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDFNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,ledger,money_type,amount_usd,currency,from_entity,to_entity,date,date_precision,period,payment_status,purpose_restriction,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,intermediary,relationship_type,start_date,end_date,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDF0052,paid_filed,paid_grant,10000,USD,Jaan Tallinn,Model Evaluation and Threat Research,2024-07-24,day,,disbursed as recorded on jaan.online ledger,For general operating support,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2024-07-24 SFF-spec $10,000 to METR",individual,,,SFF-spec,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2024-07-24,SFF-spec,USD,""10,000"",""$10,000"",Model Evaluation and Threat Research,For general operating support",2026-09-16T06:04:57Z,"ledger $10,000 on 2024-07-24 via SFF-spec; with 2024-07-23 matches the $20,000 speculation annotation not the $204,000 recommendation",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. Second $10,000 SFF-spec line. Together with 2024-07-23 equals $20,000 vs SFF-2024 METR ($20,000)†. Do not sum with the recommendation.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#19; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0053,paid_filed,paid_grant,184000,USD,Jaan Tallinn,Model Evaluation and Threat Research,2024-12-06,day,,disbursed as recorded on jaan.online ledger,General support,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2024-12-06 FP-US $184,000 to METR",individual,,,FP-US,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2024-12-06,FP-US,USD,""184,000"",""$184,000"",Model Evaluation and Threat Research,General support",2026-09-16T06:04:57Z,"ledger $184,000 on 2024-12-06 via FP-US; differs from SFF-2024 recommendation $204,000 (gap equals the $20,000 speculation lines)",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. $184,000 differs from the SFF-2024 recommendation $204,000 by $20,000 (the speculation already on the ledger). Do not add recommendation to this payment. Intermediary is Founders Pledge US as via=FP-US, kept separate from Jaan Tallinn the individual.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#20; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0054,paid_filed,paid_grant,50000,USD,Jaan Tallinn,Alignment Research Center,2024-07-19,day,,disbursed as recorded on jaan.online ledger,For general operating support,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2024-07-19 SFF-spec $50,000 to Alignment Research Center",individual,,,SFF-spec,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2024-07-19,SFF-spec,USD,""50,000"",""$50,000"",Alignment Research Center,For general operating support",2026-09-16T06:04:57Z,"ledger $50,000 on 2024-07-19 via SFF-spec; matches SFF-2024 ARC speculation annotation, not the full $197,000",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. Equals the SFF-2024 ARC ($50,000)† annotation. Do not add to the $197,000 recommendation.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#21; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0055,paid_filed,paid_grant,147000,USD,Jaan Tallinn,Alignment Research Center,2024-11-21,day,,disbursed as recorded on jaan.online ledger,General support,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2024-11-21 FP-US $147,000 to Alignment Research Center",individual,,,FP-US,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2024-11-21,FP-US,USD,""147,000"",""$147,000"",Alignment Research Center,General support",2026-09-16T06:04:57Z,"ledger $147,000 on 2024-11-21 via FP-US; differs from SFF-2024 ARC $197,000 by the $50,000 speculation line",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. $147,000 differs from SFF-2024 ARC recommendation $197,000 by $50,000 (the speculation line). Do not add recommendation to payment.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#22; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0056,paid_filed,paid_grant,1846000,USD,Jaan Tallinn,Alignment Research Center,2023-06-15,day,,disbursed as recorded on jaan.online ledger,General support for ARC Evals Team,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2023-06-15 FP-US $1,846,000 to ARC Evals Team",individual,,,FP-US,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2023-06-15,FP-US,USD,""1,846,000"",""$1,846,000"",Alignment Research Center,General support for ARC Evals Team",2026-09-16T06:04:57Z,"ledger $1,846,000 on 2023-06-15 via FP-US for ARC Evals Team; differs from SFF-2023-H1 recommendation $3,247,000",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. Ledger $1,846,000 DIFFERS from SFF-2023-H1 recommendation $3,247,000. Do not sum them. Remaining $1,401,000 is not on this ledger.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#23; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0057,paid_filed,paid_grant,2179000,USD,Jaan Tallinn,Alignment Research Center,2022-12-20,day,,disbursed as recorded on jaan.online ledger,General support,B,MDF,C02.E2;C02.E5,"Tallinn ledger 2022-12-20 FP-US $2,179,000 to Alignment Research Center",individual,,,FP-US,public donation-ledger disbursement,,,,,,,,,,,,,jaan.online/philanthropy/donations.csv,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2022-12-20,FP-US,USD,""2,179,000"",""$2,179,000"",Alignment Research Center,General support",2026-09-16T06:04:57Z,"ledger $2,179,000 on 2022-12-20 via FP-US; amount equals SFF-2022-H2 recommendation (not added to it)",1,,"Ledger is incomplete by its own page heading; via is a payment channel, not merged with the recommending fund.",DIFFERS,,"Live fetch jaan-donations.csv-20260916T060457Z. Ledger amount equals SFF-2022-H2 recommendation $2,179,000. Equality of figures is not a sum; types stay separate.; audit-1 2026-09-16: lane said ledger=tallinn-public-donation-ledger; lane=research/grok-out/MD09-sff-tallinn.csv#24; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0058,paid_filed,filed_grant,184000,USD,Founders Pledge Inc,MODEL EVALUATION AND THREAT RESEARCH INC,2024,year,TY2024,filed as granted,FUND CHARITABLE ACTIVITIES,C,MDF,C02.E2;C02.E5,"Founders Pledge Inc TY2024 Schedule I filed grant to METR $184,000",grantmaker,,EIN 37-1795297,,filed grant,,,,,,,,,,,,,Form 990 Schedule I RecipientTable,funder filings,GET IRS e-file XML 202523079349303352 RecipientEIN 991219864,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523079349303352_public.xml,<CashGrantAmt>184000</CashGrantAmt>,2026-09-16T06:04:57Z,"FP TY2024 filed $184,000 to METR EIN 99-1219864",1,,Calendar year of the 990 is not the ledger date 2024-12-06. Filed grant is not summed with the recommendation or the ledger paid_grant.,CONFIRMED,,"Live fetch fp-990-ty2024-202523079349303352.xml-20260916T060457Z. Dollar match to ledger 2024-12-06 FP-US $184,000 is noted, not merged. Legal payer class: regrantor.; lane=research/grok-out/MD09-sff-tallinn.csv#28; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0059,paid_filed,filed_grant,147000,USD,Founders Pledge Inc,ALIGNMENT RESEARCH CENTER,2024,year,TY2024,filed as granted,FUND CHARITABLE ACTIVITIES,C,MDF,C02.E2;C02.E5,"Founders Pledge Inc TY2024 Schedule I filed grant to ARC $147,000",grantmaker,,EIN 37-1795297,,filed grant,,,,,,,,,,,,,Form 990 Schedule I RecipientTable,funder filings,GET IRS e-file XML 202523079349303352 RecipientEIN 863605182,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523079349303352_public.xml,<CashGrantAmt>147000</CashGrantAmt>,2026-09-16T06:04:57Z,"FP TY2024 filed $147,000 to ARC EIN 86-3605182",1,,"Not summed with the $197,000 recommendation or the $50,000 speculation ledger line.",CONFIRMED,,"Live fetch same FP TY2024 XML. Dollar match to ledger 2024-11-21 FP-US $147,000. Legal payer class: regrantor.; lane=research/grok-out/MD09-sff-tallinn.csv#29; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0060,paid_filed,filed_grant,1846000,USD,Founders Pledge Inc,ALIGNMENT RESEARCH CENTER,2023,year,TY2023,filed as granted,GENERAL SUPPORT OF ARC EVALS TEAM,C,MDF,C02.E2;C02.E5,"Founders Pledge Inc TY2023 990-PF grant to ARC Evals Team $1,846,000",grantmaker,,EIN 37-1795297,,filed grant,,,ARC Evals Team,,,,,,,,,,Form 990-PF Part XV GrantOrContributionPdDurYrGrp,funder filings,GET IRS e-file XML 202402359349100515 Alignment Research Center ARC EVALS,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,"GENERAL SUPPORT OF ARC EVALS TEAM</GrantOrContributionPurposeTxt>
          <Amt>1846000</Amt>",2026-09-16T06:04:57Z,"FP TY2023 990-PF filed $1,846,000 general support of ARC Evals Team",1,,"Filed $1,846,000 differs from SFF-2023-H1 recommendation $3,247,000. Not summed.",CONFIRMED,,"Live fetch fp-990pf-ty2023-202402359349100515.xml-20260916T060457Z. Matches ledger 2023-06-15 FP-US $1,846,000. Legal payer class: regrantor. Round also named FLI as a funder; FLI dollars are not this row.; lane=research/grok-out/MD09-sff-tallinn.csv#30; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0061,paid_filed,filed_grant,2179000,USD,Founders Pledge Inc,ALIGNMENT RESEARCH CENTER,2022,year,TY2022,filed as granted,GENERAL SUPPORT,C,MDF,C02.E2;C02.E5,"Founders Pledge Inc TY2022 990-PF grant to ARC $2,179,000",grantmaker,,EIN 37-1795297,,filed grant,,,,,,,,,,,,,Form 990-PF Part XV GrantOrContributionPdDurYrGrp,funder filings,GET IRS e-file XML 202301999349100115 Alignment Research Center 2179000,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<Amt>2179000</Amt>,2026-09-16T06:04:57Z,"FP TY2022 990-PF filed $2,179,000 to Alignment Research Center",1,,Equals the SFF-2022-H2 recommendation figure; types remain separate.,CONFIRMED,,"Live fetch fp-990pf-ty2022-202301999349100115.xml-20260916T060457Z. Adjacent PPF $342,000 for Fund for Alignment Research is FAR, not ARC, and is not this row.; lane=research/grok-out/MD09-sff-tallinn.csv#31; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0062,paid_filed,filed_grant,20000,USD,Silicon Valley Community Foundation,Model Evaluation and Threat Research,2024,year,TY2024,filed as granted,Sciences,C,MDF,C02.E2;C02.E5,"SVCF TY2024 Schedule I filed grant to METR $20,000",DAF sponsor,,EIN 20-5205488,,filed grant,,,,,,,,,,,,,Form 990 Schedule I RecipientTable,DAF sponsor filings,GET IRS e-file XML 202543149349305759 RecipientEIN 991219864,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543149349305759_public.xml,<RecipientEIN>991219864</RecipientEIN>,2026-09-16T06:04:57Z,"SVCF TY2024 filed $20,000 to METR EIN 99-1219864 purpose Sciences",1,,"Dollar match to ledger 2024-07-23+24 SFF-spec $10,000+$10,000 is noted, not a named-adviser identification. Not summed with the $204,000 recommendation.",CONFIRMED,,Legal payer class for the SFF-2024 METR speculation-scale lines: DAF sponsor (SVCF). Advisers are not deanonymized.; lane=research/grok-out/MD09-sff-tallinn.csv#33; review=research/agents-2026-09-16/MDREVIEW-MD09.md
MDF0063,paid_filed,filed_grant,50450,USD,Silicon Valley Community Foundation,Alignment Research Center,2024,year,TY2024,filed as granted,Sciences,C,MDF,C02.E2;C02.E5,"SVCF TY2024 Schedule I filed grant to ARC $50,450",DAF sponsor,,EIN 20-5205488,,filed grant,,,,,,,,,,,,,Form 990 Schedule I RecipientTable,DAF sponsor filings,GET IRS e-file XML 202543149349305759 RecipientEIN 863605182,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543149349305759_public.xml,<CashGrantAmt>50450</CashGrantAmt>,2026-09-16T06:04:57Z,"SVCF TY2024 filed $50,450 to ARC EIN 86-3605182",1,,"$50,450 differs from the ledger SFF-spec $50,000 and from the SFF-2024 ($50,000)† annotation. Do not collapse the $450 difference.",CONFIRMED,,"Legal payer class: DAF sponsor. Amount inequality vs the $50,000 speculation line is the finding. Advisers not identified.; lane=research/grok-out/MD09-sff-tallinn.csv#34; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDF0064,transfers_regrants,transfer,4477169,USD,Alignment Research Center,Model Evaluation and Threat Research Inc,2024-04-30,day,ARC FY2024,filed as cash grant on Schedule I,PROGRAM SPIN-OFF (no donor-restriction text on this line),A,MDF,C02.E3;C06.E1,ARC FY2024 Schedule I cash grant to METR (program spin-off),grantmaker,ARC; Alignment Research Center,86-3605182,,related tax-exempt organization; Schedule I recipient,2024-01-01,2024-12-31,evaluations program spin-off,,,,,,,,,,yes,funder filings,unzip 2025_TEOS_XML_11D.zip member 202513219349323246_public.xml; IRS990ScheduleI RecipientTable CashGrantAmt RecipientEIN=991219864,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<CashGrantAmt>4477169</CashGrantAmt>,2026-09-16T06:06:35Z,Schedule I cash grant filed,1,public copy of the Schedule I grant agreement (not in this e-file),Distribution date is not a Schedule I XML field; date=2024-04-30 is taken from Schedule N DistributionDt on the same return and is recorded separately as Task B. Do not add this cash amount to the non-cash row or to the Schedule N FMV line.,CONFIRMED,,"ARC EIN 86-3605182 Form 990 TaxYr=2024 TaxPeriodBeginDt=2024-01-01 TaxPeriodEndDt=2024-12-31 ReturnTs=2025-11-17T18:10:00-06:00 OBJECT_ID=202513219349323246 XML_BATCH_ID=2025_TEOS_XML_11D. Recipient MODEL EVALUATION AND THREAT RESEARCH INC EIN 99-1219864. Exact filed fields: CashGrantAmt=4477169; NonCashAssistanceAmt=76766 on a sibling row; PurposeOfGrantTxt=PROGRAM SPIN-OFF; ValuationMethodUsedDesc=BOOK; NonCashAssistanceDesc=COMPUTERS. money_type=transfer (intra-group program transfer), not a new outside grant and not the approximately $71 million commitment. METR-side RelatedOrganizationsAmt=4501424 is already held in MD01 and is not re-collected here; the $47,511 difference is not attributed. Independently extracted from IRS bulk zip this window; GT lake copy sha256-identical.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#1; review=research/agents-2026-09-16/MDREVIEW-MD12.md"
MDF0065,transfers_regrants,in_kind_estimate,76766,USD,Alignment Research Center,Model Evaluation and Threat Research Inc,2024-04-30,day,ARC FY2024,filed as non-cash assistance on Schedule I,PROGRAM SPIN-OFF (no donor-restriction text on this line),A,MDF,C02.E3;C06.E1,ARC FY2024 Schedule I non-cash assistance to METR (computers),grantmaker,ARC,86-3605182,,,,,evaluations program spin-off,,computers,76766 USD book value,,,,,,,yes,funder filings,202513219349323246_public.xml IRS990ScheduleI RecipientTable NonCashAssistanceAmt NonCashAssistanceDesc ValuationMethodUsedDesc,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<NonCashAssistanceAmt>76766</NonCashAssistanceAmt>,2026-09-16T06:06:35Z,Schedule I non-cash assistance filed,1,,"Book value, not a separate cash payment. Do not sum with CashGrantAmt or with Schedule N FairMarketValueOfAssetAmt.",DIFFERS,,"Exact filed fields: NonCashAssistanceAmt=76766; NonCashAssistanceDesc=COMPUTERS; ValuationMethodUsedDesc=BOOK. Same RecipientTable as the cash row. money_type=in_kind_estimate because the filed line is non-cash assistance at book, not cash. Date from Schedule N DistributionDt on the same return.; audit-1 2026-09-16: lane said ledger=; lane=research/grok-out/MD12-arc-spinout-provenance.csv#2; review=research/agents-2026-09-16/MDREVIEW-MD12.md"
MDF0066,,recommendation,265000,USD,Open Philanthropy,Alignment Research Center,2022-03,month,March 2022,recommended; payment not stated on this page,general support,C,MDF,C02.E3;C06.E1,"Open Philanthropy recommended grant to ARC, general support (March 2022)",grantmaker,Open Philanthropy; later Coefficient Giving,,,,,,,,,,,,,,,,no,archives,Wayback CDX openphilanthropy.org/grants/alignment-research-center-general-support/ ; GET 20240620191457id_ capture,https://web.archive.org/web/20240620191457id_/https://www.openphilanthropy.org/grants/alignment-research-center-general-support/,"Open Philanthropy recommended a grant of $265,000 to the Alignment Research Center (ARC) for general support.",2026-09-16T06:13:38Z,named recommendation to ARC,1,Good Ventures or other payer 990-PF Part XV line for this recommendation (not fetched as the cited primary),"money_type=recommendation (the page says recommended, not paid). Open Philanthropy is not merged with Coefficient Giving or with Good Ventures. Live URL now redirects; Wayback id_ used and disclosed.",CONFIRMED,,"Award Date on the captured page: March 2022. This grant is one public ARC funder in a year that produced assets later transferred, but the 2024-04-30 Schedule I transfer cannot be attributed to this or any single ARC funder.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#9; review=research/agents-2026-09-16/MDREVIEW-MD12.md"
MDF0067,,recommendation,1250000,USD,Open Philanthropy,Alignment Research Center,2022-11,month,November 2022; stated as over two years,recommended; payment not stated on this page,general support,C,MDF,C02.E3;C06.E1,"Open Philanthropy recommended grant to ARC, general support (November 2022, two years)",grantmaker,,,,,,,,,,,,,,,,,no,archives,Wayback GET 20240620191457id_/https://www.openphilanthropy.org/grants/alignment-research-center-general-support-november-2022/,https://web.archive.org/web/20240620191457id_/https://www.openphilanthropy.org/grants/alignment-research-center-general-support-november-2022/,"Open Philanthropy recommended a grant of $1,250,000 over two years to the Alignment Research Center for general support.",2026-09-16T06:14:58Z,named recommendation to ARC,1,,"money_type=recommendation, not a payment, and not the METR transfer. Do not sum with the March 2022 $265,000 recommendation or with Schedule I amounts.",CONFIRMED,,Award Date on the captured page: November 2022. A public ARC funder for years that produced transferred assets. The 2024-04-30 ARC-to-METR transfer cannot be attributed to this or any single ARC funder.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#10; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDF0068,,,,USD,,Alignment Research Center,2024-12-31,year,Schedule A current-year and prior-year gift lines,filed as gifts grants contributions received (unnamed),,C,MDF,C02.E3;C06.E1,ARC Schedule A public-support gift totals for years that produced the transferred assets (unnamed payers),,,86-3605182,,,,,,,,,,,,,,,no,funder filings,IRS990ScheduleA GiftsGrantsContriRcvd170Grp on 202513219349323246_public.xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<CurrentTaxYearMinus3YearsAmt>475650</CurrentTaxYearMinus3YearsAmt>,2026-09-16T06:06:35Z,unnamed annual gift totals 2021-2024,4,,"These are ARC receipts, not METR receipts, and are not named funders. Not summed with Open Philanthropy recommendations or with the Schedule I transfer.",DIFFERS,,GiftsGrantsContriRcvd170Grp: CY-3 (2021)=475650; CY-2 (2022)=4466000; CY-1 (2023)=10043543; CY (2024)=5219333; TotalAmt=20204526. SubstantialContributorsTotAmt=5098523 with no names (Schedule B RESTRICTED). These years produced the asset pool later transferred; the transfer cannot be attributed to any single ARC funder.; audit-1 2026-09-16: lane said money_type=filed_grant; audit-2 2026-09-16: lane said ledger=; lane=research/grok-out/MD12-arc-spinout-provenance.csv#12; review=research/agents-2026-09-16/MDREVIEW-MD12.md; superseded by MDF0414 2026-09-16
MDF0069,,paid_grant,1250000,USD,FTX Foundation,Alignment Research Center,2022,year,earlier in 2022,received (ARC issuer statement),set aside and not spent (later returned; see Task D),C,MDF,C02.E3;C06.E1,FTX Foundation grant received by ARC in 2022 (ARC issuer page),foundation,FTX Foundation,,,,,,,,,,,,,,,,no,self-statements,GET https://www.alignment.org/funding-from-ftx/ ; JSON-LD datePublished=2022-11-15; body first paragraph,https://www.alignment.org/funding-from-ftx/,Earlier in 2022 ARC received a grant for $1.25M from the FTX Foundation.,2026-09-16T06:52:25Z,named ARC funder receipt on issuer page,1,FTX Foundation or estate filing of the original grant and of the 2024 return,"money_type=paid_grant is ARC's statement that it received the grant, not a payer 990 line. FTX Foundation is not merged with the FTX bankruptcy estate or with Open Philanthropy. Do not sum with the Open Philanthropy November 2022 $1,250,000 recommendation.",CONFIRMED,,JSON-LD datePublished=2022-11-15T21:36:00.000Z. A named ARC funder in a year that produced assets later transferred. The 2024-04-30 ARC-to-METR transfer cannot be attributed to this or any single ARC funder. Live URL fetched this window; prior Wayback CDX wildcard *ftx* had returned [] (Task E).; lane=research/grok-out/MD12-arc-spinout-provenance.csv#30; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDF0070,commitments,recommendation,220000,USD,Longview Philanthropy (public fund / Longtermism Fund later ECF),"ARC Evals (now called METR), then a project of Alignment Research Center",2023-08,month,2023,recommendation (report does not show a bank payment),General support of ARC Evals evaluations project,A,MDF,C02.E5;C06.E1,"Longview Aug 2023 public-fund grant report: ARC Evals / METR $220,000",grantmaker,,,Giving What We Can (report host; donation processor),recommended grant from public fund,,,,,,,,,,,,,no (recommendation in grant report),issuer statements,GET https://www.givingwhatwecan.org/en-GB/charities/longtermism-fund/longtermism-fund-august-2023-grants-report (linked from Longview ECF 'August 2023 Grants Report'),https://www.givingwhatwecan.org/en-GB/charities/longtermism-fund/longtermism-fund-august-2023-grants-report,"ARC Evals (now called METR) — $220,000</a></li><li class=""list-none py-2 pl-4 border-l-2 border-transparent ml-4""><a href=""#nuclear-threat-initiatives-biosecurity-programme-nti-bio-project-to-develop-a-research-agenda-for-disincentivizing-state-biological-weapons-programmes-100000"" class=""no-underli",2026-09-16T06:14:00Z,"route grant report names ARC Evals (now METR) — $220,000",1,"legal-filer 990/accounts grant line or METR receipt showing the $220,000 was paid","This is a recommendation in a fund report, not a Form 990 grant line and not a bank credit.",DIFFERS,,"Linked from Longview's own ECF page as 'August 2023 Grants Report'; treated as the route's report hosted at GWWC, not as the GWWC charity-locator blurb. Quote from __NEXT_DATA__ in saved gwwc-aug2023-grants-report-20260916T061400Z.html. Do not sum with other money_types.; audit-1 2026-09-16: lane said ledger=; lane=research/grok-out/MD10-longview-pooled-regrants.csv#4; review=research/agents-2026-09-16/MDREVIEW-MD10.md"
MDF0071,,recommendation,220000,USD,Longview Philanthropy (public fund),METR (then ARC Evals),2023,year,2023,recommendation,,A,MDF,C02.E5,"GWWC ARC Evals locator restating Longview $220,000 recommendation",grantmaker,,,,third-party locator of a recommendation,,,,,,,,,,,,,no,press,GET https://www.givingwhatwecan.org/charities/arc-evals ; quote from script#__NEXT_DATA__,https://www.givingwhatwecan.org/charities/arc-evals,"After investigating METR's strategy and track record, Longview Philanthropy recommended a grant of $220,000 from its public fund in 2023. In reference to this grant, Longview shared that they thought METR had among the most promising and direct paths to impact on AI governance: “test models to see i",2026-09-16T06:06:36Z,"GWWC restates Longview recommended $220,000 from its public fund in 2023",1,Longview or METR payment document; not this locator,GWWC is not Longview's own materials; live HTML is a JS app; quote is from embedded Sanity JSON.,CONFIRMED,,"Independent re-fetch of S0 seed M59/MDF0013 locator. Not copied from STATE.md. Saved gwwc-arc-evals-20260916T060636Z.html. Same $220,000 as the Aug 2023 report; not an additional amount.; lane=research/grok-out/MD10-longview-pooled-regrants.csv#5; review=research/agents-2026-09-16/MDREVIEW-MD10.md"
MDF0072,transfers_regrants,regrant,,EUR,Effektiv Spenden Giving Fund: Safeguarding the future (brand/fund),METR (formerly ARC Evals),2023-08,month,H1/2023 fund allocation paid August 2023,grants were made (route's words); not a bank statement,Evaluation of state-of-the-art AI systems to identify and minimize risks,A,MDF,C02.E5;C06.E1,Effektiv Spenden Giving Fund: Safeguarding the future — 128.000 € to METR/ARC Evals,grantmaker,Effektiv Spenden; Giving Fund: Safeguarding the future,,,regrant from pooled giving fund,,,,,,"128,000 EUR",,,,,,,partial (route says grants were made; no filing line recovered),issuer statements,Wayback id_ GET https://web.archive.org/web/20260621071121id_/https://effektiv-spenden.org/en/safeguarding-the-future/ (live URL HTTP 403),https://effektiv-spenden.org/en/safeguarding-the-future/,"(formerly ARC Evals)</strong> — <a href=""/blog/fonds-zukunft-bewahren-h1-2023/#METR"">Evaluation of state-of-the-art AI systems to identify and minimize risks</a> (128.000 €)</li></ul><p class=""wp-block-paragraph"">Grants were made in August 2023.</p></div></div></div><div class=""wp-block-accordion-t",2026-09-16T06:12:00Z,128.000 EUR; August 2023; fund name Safeguarding the future; typed as made grant/regrant,1,"UES gGmbH Jahresabschluss / grant agreement showing the EUR 128,000 left the German filer",Live effektiv-spenden.org Cloudflare-403'd; quote is from Wayback raw id_ capture. Euro amount not converted to USD.,DIFFERS,,Independent re-fetch of S0 seed M61/MDF0014. Not copied from STATE.md. Primary saved wayback-es-safeguarding-id-20260916T061200Z.html. money_type=regrant because the fund's own page says 'Grants were made in August 2023'.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said quantity_or_value=; lane=research/grok-out/MD10-longview-pooled-regrants.csv#7; review=research/agents-2026-09-16/MDREVIEW-MD10.md
