# metr_deep MDI table in_kind_access.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDINNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,provider,to_entity,project,in_kind_type,quantity_or_value,terms,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,from_entity,intermediary,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDI0024,Anthropic,METR,Claude Mythos 5.1 / Claude Fable 5.1 pre-deployment testing,pre-deployment testing; Anthropic-supplied capability information,,assessment based primarily on information from Anthropic (card),A,MDI,C04.E2,"Claude Mythos 5.1: Anthropic card says pre-deployment testing with METR, based primarily on Anthropic-supplied information",,,,Anthropic,,,,,,,,,2026-09-01,day,,,,,,,,,,issuer statements,GET https://www-cdn.anthropic.com/0339e6a7c5c7b87f5c07798616dc32c215d14235/Claude%20Fable%205.1%20%26%20Claude%20Mythos%205.1%20System%20Card.pdf,https://www-cdn.anthropic.com/0339e6a7c5c7b87f5c07798616dc32c215d14235/Claude%20Fable%205.1%20%26%20Claude%20Mythos%205.1%20System%20Card.pdf,"We conducted pre-deployment testing of Claude Mythos 5.1’s capabilities with METR, focusing on capabilities relevant to the automation of AI R&D.",2026-09-16T09:26:55Z,pre-deployment testing named; METR standalone post not on metr.org sitemap this fetch,1,https://metr.org/risk-assessment/,Card says assessment was based primarily on Anthropic-supplied information. Query-access level is not stated on the pages of the card extracted this run.,CONFIRMED,,Mythos 5.1 terms are this card's. Not copied from Mythos Preview. primary=anthropic-mythos51-card-20260916T092655Z.pdf; lane=research/grok-out/MD27-access-and-project-terms.csv#A18; review=research/agents-2026-09-16/MDREVIEW-MD27.md
MDI0025,Anthropic,METR,Claude Mythos Preview pre-deployment testing,pre-release testing,,tested prior to release; findings incorporated into Anthropic's overall risk assessment,A,MDI,C04.E2,Claude Mythos Preview: METR and Epoch tested prior to release; Anthropic incorporated findings,,,,Anthropic,,,,,,,,,2026-04-07,day,,,,,,,,,,issuer statements,GET https://www-cdn.anthropic.com/8b8380204f74670be75e81c820ca8dda846ab289.pdf,https://www-cdn.anthropic.com/8b8380204f74670be75e81c820ca8dda846ab289.pdf,Both METR and Epoch AI tested Claude Mythos Preview prior to release and we incorporated their findings into our own overall risk assessment.,2026-09-16T09:27:46Z,pre-release testing named; Epoch AI is a separate entity from METR,1,,"Card does not state API vs on-premises access, NDA, or redaction for this test.",CONFIRMED,,Mythos Preview engagement only. Epoch AI not merged with METR. primary=anthropic-mythos-preview-20260916T092746Z.pdf; lane=research/grok-out/MD27-access-and-project-terms.csv#A19; review=research/agents-2026-09-16/MDREVIEW-MD27.md
MDI0026,Anthropic,Alignment Research Center,Claude 2 / earlier Claude snapshot safety audits (ARC Evals),model access; Anthropic-engineer finetuning of a Claude snapshot for ARC evals,,working with ARC since fall of 2022; engineers finetuned a snapshot to aid evaluations,A,MDI,C04.E2,Claude 2 model card: Anthropic working with ARC since fall 2022; engineers finetuned a Claude snapshot for ARC evals,,,,Anthropic,,,,,,,,,2023-07-01,month,,,,,,,,,,issuer statements,GET https://www-cdn.anthropic.com/bd2a28d2535bfb0494cc8e2a3bf135d2e7523226/Model-Card-Claude-2.pdf,https://www-cdn.anthropic.com/bd2a28d2535bfb0494cc8e2a3bf135d2e7523226/Model-Card-Claude-2.pdf,We have been working with the Alignment Research Center (ARC) since fall of 2022 to support their safety audits of our AI models. Our engineers have worked with ARC to finetune a snapshot of Claude to aid in these evaluations,2026-09-16T09:26:53Z,ARC-era access; finetuning by Anthropic engineers for ARC,1,https://metr.org/blog/2023-03-18-update-on-recent-evals/,,CONFIRMED,,Alignment Research Center is not METR. These terms are not copied onto later METR–Anthropic reviews. primary=anthropic-claude2-card-20260916T092653Z.pdf; lane=research/grok-out/MD27-access-and-project-terms.csv#A20; review=research/agents-2026-09-16/MDREVIEW-MD27.md
MDI0027,frontier AI companies named on the about page,METR,,free tokens; access,not quantified on this page,"significant free tokens used for evaluations, research, and engineering",A,MDI,C04.E2,metr.org/about: free tokens and access from companies that piloted frontier risk assessments,,,,"OpenAI, Anthropic, Google DeepMind, Meta, Amazon (as named on this page)",,,,,,,,,2026-09-16,day,,,,,,,,,,issuer statements,GET https://metr.org/about,https://metr.org/about,"METR has not accepted funding from AI companies, though we make use of significant free tokens, which we use for evaluations, research, and engineering, as noted above.",2026-09-16T09:19:15Z,unquantified free tokens; access and tokens also stated for the five named pilot companies,1,https://metr.org/blog/2026-08-14-funding-update/,Page does not allocate tokens by lab or give a quantity.,CONFIRMED,,"Re-verified this run against the saved primary; STATE.md seed/locator (free tokens, API credits, FRR disclosure) not re-collected as a new discovery. no_kevinnbass_sources. research/STATE.md read before adding facts. Seed MDI0001/K01 locator only until this re-fetch. Free resources are not cash and are not carried into a money total. primary=metr-org-about-20260916T091915Z.html; lane=research/grok-out/MD27-access-and-project-terms.csv#A21; review=research/agents-2026-09-16/MDREVIEW-MD27.md"
MDI0028,,METR,METR confidentiality policy (high-level public description),nonpublic model access (policy description),,codenames; only researchers on a model's evaluation can generate and see completions,A,MDI,C04.E2,How We Protect Confidential Information: siloing of nonpublic model access inside METR,,,,,,,,,,,,,2026-02-17,day,,,,"high-level public description dated February 17, 2026; full policy not published",,,,,,issuer statements,GET https://metr.org/blog/2026-02-17-how-we-protect-confidential-information/,https://metr.org/blog/2026-02-17-how-we-protect-confidential-information/,"When a lab gives us access to a non-public model, we generate an animal codename (e.g. “playful-panda”), and all discussion and references to the model within METR use this codename.",2026-09-16T09:29:13Z,internal siloing described; not an engagement-specific access grant,1,,This post is a high-level description; the underlying confidentiality policy text is not published as a standalone document this fetch.,CONFIRMED,,"Policy description, not a lab-specific access grant. Full policy text: Task D. primary=metr-org-protect-confidential-20260916T092913Z.html; lane=research/grok-out/MD27-access-and-project-terms.csv#A22; review=research/agents-2026-09-16/MDREVIEW-MD27.md"
MDI0029,Anthropic,METR,External review of Anthropic Sabotage Risk Report (Claude Opus 4.6),draft risk report including proposed redactions; joint Slack; shared-document comments; 24+ written questions,,small METR team permitted to discuss materials with Anthropic staff in a joint Slack channel and in comments of the shared document,A,MDI,C04.E2,Opus 4.6 sabotage-review process: Feb 11 draft with proposed redactions; Slack and document comments with Anthropic,,,,Anthropic,,,2026-02-11,2026-03-04,,,,,2026-03-12,day,"official review began February 11, 2026; publication review March 4, 2026",,,,,,,,,project documents,GET https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf appendix Detail on our review process,https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf,"We began our official review on February 11, 2026, when Anthropic shared a draft of the risk report including proposed redactions with a small team within METR.",2026-09-16T09:21:34Z,process access as this PDF appendix states; not live model-API access,1,https://metr.org/blog/2026-03-12-sabotage-risk-report-opus-4-6-review/,"Access is to Anthropic's draft report and staff discussion, not to a model endpoint.",CONFIRMED,,Same primary as A14. Process details from this PDF only; not copied from FRR or HF. primary=metr-org-opus-4-6-sabotage-review-pdf-20260916T092134Z.pdf; lane=research/grok-out/MD27-access-and-project-terms.csv#A23; review=research/agents-2026-09-16/MDREVIEW-MD27.md
MDI0030,OpenAI,METR,gpt-oss-120b Preparedness methodology review,early draft of MFT paper; data-composition and task description; transcripts from o4-mini after MFT,,OpenAI provided guidelines limiting recommendations to elicitation/evals implementable in 14 business days; METR met OpenAI researchers for clarifications,A,MDI,C04.E2,"gpt-oss methodology review: OpenAI shared an early MFT draft, task/data description, and o4-mini post-MFT transcripts",,,,OpenAI,,,,,,,,,2025-10-23,day,,,,,,,,,,project documents,GET https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,"To inform our assessment, OpenAI initially shared the following information with METR and other external reviewers:",2026-09-16T09:29:15Z,"lab-supplied draft, task descriptions, and o4-mini transcripts; not described as live gpt-oss-120b API access",1,https://openai.com/index/gpt-oss-model-card/,Post lists three shared-information bullets; it does not state query access to gpt-oss-120b itself.,CONFIRMED,,gpt-oss engagement only. Terms not copied from GPT-5/Sol/HF. primary=metr-org-gpt-oss-review-20260916T092915Z.html; lane=research/grok-out/MD27-access-and-project-terms.csv#A24; review=research/agents-2026-09-16/MDREVIEW-MD27.md
MDI0031,frontier AI companies (unspecified),Model Evaluation and Threat Research Inc,,free tokens,,,A,MDI,C04.E1,"METR About page: significant free tokens for evaluations, research, and engineering",recipient,METR; Model Evaluation and Threat Research,,frontier AI companies (unspecified),,in-kind tokens,,,,,,,,,,,,,,,,,,issuer statements,GET https://metr.org/about ; search free tokens|access and tokens,https://metr.org/about,"METR has not accepted funding from AI companies, though we make use of significant free tokens, which we use for evaluations, research, and engineering, as noted above.",2026-09-16T09:21:43Z,verbatim acknowledgment on live About page,1,https://metr.org/blog/2026-08-14-funding-update/,Provider labs are not named in this sentence; named in the Partnerships paragraph (A02). No quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_about-20260916T092143Z.html sha256=3554d40c983c85bbc1a00ee005468e220ca10349291ebd85572703bb5c78577f; lane=research/grok-out/MD26-tokens-credits-compute.csv#A01; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0032,OpenAI; Anthropic; Google DeepMind; Meta; Amazon,Model Evaluation and Threat Research Inc,,access and tokens,,,A,MDI,C04.E1,METR About page: named labs provided access and tokens,recipient,,,OpenAI; Anthropic; Google DeepMind; Meta; Amazon,,in-kind access and tokens,,,,,,,,,,,,,,,,,,issuer statements,GET https://metr.org/about ; Partnerships paragraph,https://metr.org/about,"These companies have also provided access and tokens, which we use for evaluations, research, and engineering.",2026-09-16T09:21:43Z,"verbatim; companies named in the preceding sentence as OpenAI, Anthropic, Google DeepMind, Meta and Amazon",1,https://metr.org/,"No lab-by-lab split or quantity. Home/risk-assessment wording names OpenAI, Anthropic, and xAI instead (A03).",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_about-20260916T092143Z.html sha256=3554d40c983c85bbc1a00ee005468e220ca10349291ebd85572703bb5c78577f; lane=research/grok-out/MD26-tokens-credits-compute.csv#A02; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0033,OpenAI; Anthropic; xAI,Model Evaluation and Threat Research Inc,,access and tokens,,,A,MDI,C04.E1,"METR home and risk-assessment pages name OpenAI, Anthropic, and xAI as providing access and tokens",recipient,,,OpenAI; Anthropic; xAI,,in-kind access and tokens,,,,,,,,,,,,,,,,,,issuer statements,GET https://metr.org/ ; GET https://metr.org/risk-assessment/,https://metr.org/,"Companies such as OpenAI, Anthropic, and xAI have provided access and tokens, which we use for evaluations, research, and engineering.",2026-09-16T09:21:43Z,verbatim on home; same sentence on /risk-assessment/,1,https://metr.org/risk-assessment/,"Wording differs from About (A02): xAI is named here; Google DeepMind, Meta and Amazon are not. Not a quantity.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_index-20260916T092143Z.html sha256=cb2ca22491ba8597d9d621a04588dc3397017ddac9d10d6ba475c4ac47180ad5; lane=research/grok-out/MD26-tokens-credits-compute.csv#A03; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0034,frontier AI companies (unspecified),Model Evaluation and Threat Research Inc,,free tokens,,,A,MDI,C04.E1,METR 2026-08-14 funding update: frontier AI companies provide free tokens,recipient,,,frontier AI companies (unspecified),,in-kind tokens,,,,,,,2026-08-14,day,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-14-funding-update/,https://metr.org/blog/2026-08-14-funding-update/,"However, frontier AI companies currently provide a significant amount of free tokens for our evaluations, research, and engineering.",2026-09-16T09:21:45Z,verbatim on live funding-update post,1,,Labs not named. Distinguished in the same paragraph from funding and staff-directed donations.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-14-funding-update-20260916T092145Z.html sha256=ea456b2af1d1c078af97f7d5e5752ff95991403f609f29fa4346afcaa48e37cf; lane=research/grok-out/MD26-tokens-credits-compute.csv#A04; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0035,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,free API credits; message-board dump; transcripts,,,A,MDI,C04.E1,"OpenAI / Hugging Face investigation: OpenAI provided dump, transcripts, and free API credits",recipient,,,OpenAI,,in-kind API credits and data access,,,,,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,as well as free API credits for GPT-5.6 Sol for analysis.,2026-09-16T09:21:46Z,verbatim; same post also states the ~$400K estimate (B01),1,https://metr.org/hugging-face-incident-report-aug-2026.pdf,"Credit quantity is the METR estimate in B01, not a lab invoice.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-26-openai-hugging-face-incident-investigation-20260916T092146Z.html sha256=375e6d0c0d756624d5e5c418248f9d27e3cb7780ef00c492f8696a7ab569ab85; lane=research/grok-out/MD26-tokens-credits-compute.csv#A05; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0036,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,free API credits,,,A,MDI,C04.E1,OpenAI / Hugging Face investigation: METR accepted free API credits (policy),recipient,,,OpenAI,,,,,,,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,we accepted free API credits to conduct our experiments (also per our standard policy),2026-09-16T09:21:46Z,verbatim footnote/policy sentence on the same investigation post,1,,Policy statement; quantity is B01.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-26-openai-hugging-face-incident-investigation-20260916T092146Z.html sha256=375e6d0c0d756624d5e5c418248f9d27e3cb7780ef00c492f8696a7ab569ab85; lane=research/grok-out/MD26-tokens-credits-compute.csv#A06; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0037,OpenAI,Model Evaluation and Threat Research Inc,GPT-5.6 Sol pre-deployment evaluation,API access,,,A,MDI,C04.E1,"GPT-5.6 Sol evaluation: OpenAI provided API access to final, railfree, and chain-of-thought endpoints",recipient,,,OpenAI,,,,,,,,,2026-06-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-06-26-gpt-5-6-sol/,https://metr.org/blog/2026-06-26-gpt-5-6-sol/,"Access to GPT-5.6 Sol, both the final checkpoint and a ‘railfree’ version, via API",2026-09-16T09:21:46Z,verbatim list item; sibling item grants chain-of-thought via API,1,,Access described; no token or dollar quantity on this page.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-06-26-gpt-5-6-sol-20260916T092146Z.html sha256=db90b60ea72605cfbd457897a368a85183b55547d2ec7230ef6263371e2a9a6f; lane=research/grok-out/MD26-tokens-credits-compute.csv#A07; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0038,OpenAI,Model Evaluation and Threat Research Inc,GPT-5 evaluation,reasoning-trace access; background information,,,A,MDI,C04.E1,GPT-5 evaluation report: OpenAI provided reasoning-trace access and background information,recipient,,,OpenAI,,,,,,,,,,,,,,,,,,,,project documents,GET https://metr.org/evaluations/gpt-5-report/,https://metr.org/evaluations/gpt-5-report/,"this is thanks to OpenAI, who provided us with access to reasoning traces and background information on the model.",2026-09-16T09:21:46Z,verbatim gratitude sentence,1,,Engineering/information access; no token or dollar quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_evaluations_gpt-5-report-20260916T092146Z.html sha256=92ae17282c836b597fb561edb1f08c89c524609e11072c95b8d0cd7d2217f1b7; lane=research/grok-out/MD26-tokens-credits-compute.csv#A08; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0039,OpenAI,Model Evaluation and Threat Research Inc,o3 and o4-mini evaluation,pre-release access; internal eval results,,,A,MDI,C04.E1,"o3 evaluation report: OpenAI provided context, technical information, and internal benchmark subset",recipient,,,OpenAI,,,,,,,,,,,,,,,,,,,,project documents,GET https://metr.org/evaluations/openai-o3-report/,https://metr.org/evaluations/openai-o3-report/,"OpenAI also provided us with some context and technical information about o3 and o4-mini, as well as a subset of the model’s benchmark results from their internal evaluations.",2026-09-16T09:21:50Z,verbatim,1,,No token or dollar quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_evaluations_openai-o3-report-20260916T092150Z.html sha256=2f27ca83a85691efc9b754359809d62e1e682331e5c4ad73795e9775c5036b1e; lane=research/grok-out/MD26-tokens-credits-compute.csv#A09; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0040,OpenAI,Model Evaluation and Threat Research Inc,GPT-5.1-Codex-Max evaluation,checkpoint access with visible reasoning traces,,,A,MDI,C04.E1,GPT-5.1-Codex-Max report: METR received access to checkpoints with visible reasoning traces,recipient,,,OpenAI,,,,,,,,,,,,,,,,,,,,project documents,GET https://metr.org/evaluations/gpt-5-1-codex-max-report/,https://metr.org/evaluations/gpt-5-1-codex-max-report/,"On November 5th, METR received access to an endpoint of this early checkpoint with visible reasoning traces, but without zero data retention.",2026-09-16T09:21:48Z,verbatim timeline bullet,1,,No token or dollar quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_evaluations_gpt-5-1-codex-max-report-20260916T092148Z.html sha256=3db12bfec7fbb67a95cc2d4694726f7da47a8837feed5569ac7f2642f731a1af; lane=research/grok-out/MD26-tokens-credits-compute.csv#A10; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0041,OpenAI,Model Evaluation and Threat Research Inc,GPT-4.5 evaluation,pre-release access; internal eval results,,,A,MDI,C04.E1,"GPT-4.5 evals post: OpenAI provided context, technical information, and internal results",recipient,,,OpenAI,,,,,,,,,2025-02-27,day,,,,,,,,,,project documents,GET https://metr.org/blog/2025-02-27-gpt-4-5-evals/,https://metr.org/blog/2025-02-27-gpt-4-5-evals/,"To assist with our evaluations, OpenAI also provided us with some context and technical information about GPT-4.5, as well as a subset of the model’s benchmark resu",2026-09-16T09:21:54Z,verbatim (truncated at 300),1,,No token or dollar quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2025-02-27-gpt-4-5-evals-20260916T092154Z.html sha256=c62a0f32d663bf81c4c28007a5296bfe20c04663e3537f376d06410806b1126e; lane=research/grok-out/MD26-tokens-credits-compute.csv#A11; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0042,frontier AI companies (unspecified),Model Evaluation and Threat Research Inc,Frontier Risk Report,free tokens; nonpublic model access,,,A,MDI,C04.E1,Frontier Risk Report: METR states use of free tokens (and that this incentivizes a cordial relationship),recipient,,,frontier AI companies (unspecified),,,,,,,,,2026-05-19,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-05-19-frontier-risk-report/,https://metr.org/blog/2026-05-19-frontier-risk-report/,Note that METR’s work with nonpublic models and use of free tokens incentivize a cordial relationship with AI companies.,2026-09-16T09:21:47Z,"verbatim table cell; FRR names Anthropic, Google, Meta, and OpenAI as participants elsewhere on the page",1,,"No lab-by-lab token quantity. Table 3 budgets are METR challenge-task inference budgets (B03), not a gift ledger.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-05-19-frontier-risk-report-20260916T092147Z.html sha256=f2b36a3ee5cf32f550905216a504588f4c4456b606086f2bd0f479fccb0a2ff4; lane=research/grok-out/MD26-tokens-credits-compute.csv#A12; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0043,unnamed model developer,Model Evaluation and Threat Research Inc,METR security incident (stolen API credentials),free API credits,"approximately $600,000",,A,MDI,C04.E1,"METR 2026-08-31 security update: model developer granted free API credits later valued at approximately $600,000",recipient,,,unnamed model developer,,,,,,in_kind_estimate,,,2026-08-31,day,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-31-security-update/,https://metr.org/blog/2026-08-31-security-update/,"These credits would have been worth approximately $600,000, although the model developer had granted them to METR for free.",2026-09-16T09:21:58Z,verbatim; METR's own valuation of stolen free credits; developer unnamed,1,,Not cash. Developer not named. Not an annual total. Must not be added to B01 ~$400K or to any money ledger (D01).,CONFIRMED,,"via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-31-security-update-20260916T092158Z.html sha256=1b75ebf6524cba6c02b3c5968c152fbb663f1342962f6703f34159fea0bce99c; amount_usd left empty so approximately $600,000 is not stored as an additive integer; lane=research/grok-out/MD26-tokens-credits-compute.csv#A14; review=research/agents-2026-09-16/MDREVIEW-MD26.md"
MDI0044,Amazon,Model Evaluation and Threat Research Inc,,engineering / policy assistance (METR's wording),,,A,MDI,C04.E1,METR 2024 annual report: Amazon credited METR for assistance establishing policies (engineering help),recipient,,,Amazon,,,,,,,,,2024-12-31,year,,,,,,,,,,issuer statements,GET https://metr.org/2024-annual-report.pdf,https://metr.org/2024-annual-report.pdf,Amazon credited METR for assistance,2026-09-16T09:21:44Z,pdftotext of live PDF; sentence continues 'establishing their first policies',1,,"Engineering-help credit, not tokens. No quantity. See Task C Amazon FMSF wording.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_2024-annual-report.pdf-20260916T092144Z.pdf sha256=e7f0c272da4d982a8d62e2cb12b5a02954b29c2773cca238a099909964ad2e31; pdftotext=metr-org_2024-annual-report.pdf-20260916T092144Z.txt; quote is a verbatim substring of the pdftotext capture named in this note; lane=research/grok-out/MD26-tokens-credits-compute.csv#A15; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0045,OpenAI,Model Evaluation and Threat Research Inc,OpenAI o1-preview / o1-mini evaluation,API access,,,A,MDI,C04.E1,"o1-preview evaluation report: OpenAI provided API access to o1-mini, o1-preview, and o1-preview-early",recipient,,,OpenAI,,in-kind API access,,,,,,,2024-09-09,day,,,,,,,,,,project documents,GET https://metr.org/evaluations/openai-o1-preview-report/ ; Model Access section,https://metr.org/evaluations/openai-o1-preview-report/,"Our evaluations for o1-mini began after receiving API access from OpenAI on August 28th, and for o1-preview after receiving API access on September 3rd. OpenAI also provided us stable access to o1-preview-early, a related model, on August 26th.",2026-09-16T09:21:52Z,verbatim Model Access paragraph; dates match OpenAI o1 system card (C34),1,https://cdn.openai.com/o1-system-card.pdf,Access described; no token or dollar quantity. METR says API access; OpenAI card (C34) says they received access on the same dates without the word API.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_evaluations_openai-o1-preview-report-20260916T092152Z.html sha256=2daa45a9569a303c34e1a347f6d704a81d79e8e2181f27cfeb8ce6e68a9f40fe; Task A none-found for a fetched METR report/page that names a lab; Converted from false MDS none-found after re-scan for API access / provided us stable access.; lane=research/grok-out/MD26-tokens-credits-compute.csv#A46; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0046,OpenAI,Model Evaluation and Threat Research Inc,early work on monitorability evaluations,reasoning-trace access,,,A,MDI,C04.E1,Monitorability evaluations post: OpenAI provided access to reasoning traces,recipient,,,OpenAI,,in-kind reasoning-trace access,,,,,,,2026-01-19,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-01-19-early-work-on-monitorability-evaluations/,https://metr.org/blog/2026-01-19-early-work-on-monitorability-evaluations/,"This work was done in collaboration with OpenAI, who provided us access to reasoning traces for some of their models.",2026-09-16T09:24:11Z,verbatim; same class of in-kind as GPT-5 report A08 (provided us with access to reasoning traces),1,https://metr.org/evaluations/gpt-5-report/,"No token or dollar quantity. Wording is ""provided us access"" (not ""provided us with"").",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-01-19-early-work-on-monitorability-evaluations-20260916T092411Z.html sha256=8e822cbdb46a3d5e5c928f805895cdd43f2f5eba54635aa780d6e28272ca5a2c; Task A none-found for a fetched METR report/page that names a lab; Converted from false MDS none-found after re-scan for provided us access (not only provided us with).; lane=research/grok-out/MD26-tokens-credits-compute.csv#A71; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0047,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,API credits,roughly ~$400K in API credits over the six days of our investigation,,B,MDI,C04.E1,METR estimate of API credits spent on the six-day OpenAI / Hugging Face investigation,recipient,,,OpenAI,,,,,,in_kind_estimate,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,We estimate we spent roughly ~$400K in API credits over the six days of our investigation.,2026-09-16T09:21:46Z,"verbatim METR estimate; single investigation, not an annual total",1,https://metr.org/hugging-face-incident-report-aug-2026.pdf,"METR estimate, not a lab-stated invoice. amount_usd empty: source uses ~$400K, not an integer. Do not annualize or add to A14 $600,000.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-26-openai-hugging-face-incident-investigation-20260916T092146Z.html sha256=375e6d0c0d756624d5e5c418248f9d27e3cb7780ef00c492f8696a7ab569ab85; PDF capture metr-org_hugging-face-incident-report-aug-2026.pdf has the same ~$400K wording; lane=research/grok-out/MD26-tokens-credits-compute.csv#B01; review=research/agents-2026-09-16/MDREVIEW-MD26.md
